time,value,top,bot,time_step,next_value
0.001434,0.0590388,0.0,1.0,5e-07,0.05853586
0.0014345,0.05853586,0.0,1.0,5e-07,0.058032945
0.001435,0.058032945,0.0,1.0,5e-07,0.057530057
0.0014355,0.057530057,0.0,1.0,5e-07,0.05702719
0.001436,0.05702719,0.0,1.0,5e-07,0.056524355
0.0014365,0.056524355,0.0,1.0,5e-07,0.05602154
0.001437,0.05602154,0.0,1.0,5e-07,0.05551875
0.0014375,0.05551875,0.0,1.0,5e-07,0.05501599
0.001438,0.05501599,0.0,1.0,5e-07,0.05451325
0.0014385,0.05451325,0.0,1.0,5e-07,0.054010537
0.001439,0.054010537,0.0,1.0,5e-07,0.05350785
0.0014395,0.05350785,0.0,1.0,5e-07,0.053005185
0.00144,0.053005185,0.0,1.0,5e-07,0.052502546
0.0014405,0.052502546,0.0,1.0,5e-07,0.051999934
0.001441,0.051999934,0.0,1.0,5e-07,0.051497348
0.0014415,0.051497348,0.0,1.0,5e-07,0.050994787
0.001442,0.050994787,0.0,1.0,5e-07,0.05049225
0.0014425,0.05049225,0.0,1.0,5e-07,0.049989738
0.001443,0.049989738,0.0,1.0,5e-07,0.049487248
0.0014435,0.049487248,0.0,1.0,5e-07,0.04898479
0.001444,0.04898479,0.0,1.0,5e-07,0.04848235
0.0014445,0.04848235,0.0,1.0,5e-07,0.04797994
0.001445,0.04797994,0.0,1.0,5e-07,0.047477555
0.0014455,0.047477555,0.0,1.0,5e-07,0.04697519
0.001446,0.04697519,0.0,1.0,5e-07,0.046472855
0.0014465,0.046472855,0.0,1.0,5e-07,0.045970544
0.001447,0.045970544,0.0,1.0,5e-07,0.04546826
0.0014475,0.04546826,0.0,1.0,5e-07,0.044965997
0.001448,0.044965997,0.0,1.0,5e-07,0.04446376
0.0014485,0.04446376,0.0,1.0,5e-07,0.04396155
0.001449,0.04396155,0.0,1.0,5e-07,0.043459367
0.0014495,0.043459367,0.0,1.0,5e-07,0.042957205
0.00145,0.042957205,0.0,1.0,5e-07,0.04245507
0.0014505,0.04245507,0.0,1.0,5e-07,0.04195296
0.001451,0.04195296,0.0,1.0,5e-07,0.041450873
0.0014515,0.041450873,0.0,1.0,5e-07,0.040948816
0.001452,0.040948816,0.0,1.0,5e-07,0.04044678
0.0014525,0.04044678,0.0,1.0,5e-07,0.03994477
0.001453,0.03994477,0.0,1.0,5e-07,0.039442785
0.0014535,0.039442785,0.0,1.0,5e-07,0.038940825
0.001454,0.038940825,0.0,1.0,5e-07,0.03843889
0.0014545,0.03843889,0.0,1.0,5e-07,0.03793698
0.001455,0.03793698,0.0,1.0,5e-07,0.037435096
0.0014555,0.037435096,0.0,1.0,5e-07,0.03693324
0.001456,0.03693324,0.0,1.0,5e-07,0.036431406
0.0014565,0.036431406,0.0,1.0,5e-07,0.035929594
0.001457,0.035929594,0.0,1.0,5e-07,0.035427812
0.0014575,0.035427812,0.0,1.0,5e-07,0.034926053
0.001458,0.034926053,0.0,1.0,5e-07,0.03442432
0.0014585,0.03442432,0.0,1.0,5e-07,0.03392261
0.001459,0.03392261,0.0,1.0,5e-07,0.033420928
0.0014595,0.033420928,0.0,1.0,5e-07,0.03291927
0.00146,0.03291927,0.0,1.0,5e-07,0.032417633
0.0014605,0.032417633,0.0,1.0,5e-07,0.031916026
0.001461,0.031916026,0.0,1.0,5e-07,0.03141444
0.0014615,0.03141444,0.0,1.0,5e-07,0.030912885
0.001462,0.030912885,0.0,1.0,5e-07,0.030411351
0.0014625,0.030411351,0.0,1.0,5e-07,0.029909844
0.001463,0.029909844,0.0,1.0,5e-07,0.02940836
0.0014635,0.02940836,0.0,1.0,5e-07,0.028906902
0.001464,0.028906902,0.0,1.0,5e-07,0.028405469
0.0014645,0.028405469,0.0,1.0,5e-07,0.027904062
0.001465,0.027904062,0.0,1.0,5e-07,0.027402679
0.0014655,0.027402679,0.0,1.0,5e-07,0.026901321
0.001466,0.026901321,0.0,1.0,5e-07,0.026399989
0.0014665,0.026399989,0.0,1.0,5e-07,0.025898682
0.001467,0.025898682,0.0,1.0,5e-07,0.0253974
0.0014675,0.0253974,0.0,1.0,5e-07,0.024896141
0.001468,0.024896141,0.0,1.0,5e-07,0.024394909
0.0014685,0.024394909,0.0,1.0,5e-07,0.023893703
0.001469,0.023893703,0.0,1.0,5e-07,0.02339252
0.0014695,0.02339252,0.0,1.0,5e-07,0.022891363
0.00147,0.022891363,0.0,1.0,5e-07,0.022390231
0.0014705,0.022390231,0.0,1.0,5e-07,0.021889124
0.001471,0.021889124,0.0,1.0,5e-07,0.021388043
0.0014715,0.021388043,0.0,1.0,5e-07,0.020886986
0.001472,0.020886986,0.0,1.0,5e-07,0.020385955
0.0014725,0.020385955,0.0,1.0,5e-07,0.019884948
0.001473,0.019884948,0.0,1.0,5e-07,0.019383965
0.0014735,0.019383965,0.0,0.0,5e-07,0.018883009
0.001474,0.018883009,0.0,0.0,5e-07,0.018382076
0.0014745,0.018382076,1.0,0.0,5e-07,0.018357031
0.001475,0.018357031,1.0,0.0,5e-07,0.019330217
0.0014755,0.019330217,1.0,0.0,5e-07,0.019829238
0.001476,0.019829238,1.0,0.0,5e-07,0.020328235
0.0014765,0.020328235,1.0,0.0,5e-07,0.020827206
0.001477,0.020827206,1.0,0.0,5e-07,0.021326153
0.0014775,0.021326153,1.0,0.0,5e-07,0.021825073
0.001478,0.021825073,1.0,0.0,5e-07,0.02232397
0.0014785,0.02232397,1.0,0.0,5e-07,0.02282284
0.001479,0.02282284,1.0,0.0,5e-07,0.023321686
0.0014795,0.023321686,1.0,0.0,5e-07,0.023820508
0.00148,0.023820508,1.0,0.0,5e-07,0.024319304
0.0014805,0.024319304,1.0,0.0,5e-07,0.024818076
0.001481,0.024818076,1.0,0.0,5e-07,0.025316823
0.0014815,0.025316823,1.0,0.0,5e-07,0.025815545
0.001482,0.025815545,1.0,0.0,5e-07,0.026314242
0.0014825,0.026314242,1.0,0.0,5e-07,0.026812913
0.001483,0.026812913,1.0,0.0,5e-07,0.02731156
0.0014835,0.02731156,1.0,0.0,5e-07,0.027810182
0.001484,0.027810182,1.0,0.0,5e-07,0.028308779
0.0014845,0.028308779,1.0,0.0,5e-07,0.028807351
0.001485,0.028807351,1.0,0.0,5e-07,0.029305898
0.0014855,0.029305898,1.0,0.0,5e-07,0.029804422
0.001486,0.029804422,1.0,0.0,5e-07,0.030302918
0.0014865,0.030302918,1.0,0.0,5e-07,0.030801391
0.001487,0.030801391,1.0,0.0,5e-07,0.031299837
0.0014875,0.031299837,1.0,0.0,5e-07,0.031798262
0.001488,0.031798262,1.0,0.0,5e-07,0.032296658
0.0014885,0.032296658,1.0,0.0,5e-07,0.03279503
0.001489,0.03279503,1.0,0.0,5e-07,0.033293378
0.0014895,0.033293378,1.0,0.0,5e-07,0.033791702
0.00149,0.033791702,1.0,0.0,5e-07,0.03429
0.0014905,0.03429,1.0,0.0,5e-07,0.034788273
0.001491,0.034788273,1.0,0.0,5e-07,0.03528652
0.0014915,0.03528652,1.0,0.0,5e-07,0.035784744
0.001492,0.035784744,1.0,0.0,5e-07,0.03628294
0.0014925,0.03628294,1.0,0.0,5e-07,0.036781117
0.001493,0.036781117,1.0,0.0,5e-07,0.037279263
0.0014935,0.037279263,1.0,0.0,5e-07,0.037777387
0.001494,0.037777387,1.0,0.0,5e-07,0.038275488
0.0014945,0.038275488,1.0,0.0,5e-07,0.03877356
0.001495,0.03877356,1.0,0.0,5e-07,0.039271608
0.0014955,0.039271608,1.0,0.0,5e-07,0.039769635
0.001496,0.039769635,1.0,0.0,5e-07,0.04026763
0.0014965,0.04026763,1.0,0.0,5e-07,0.040765606
0.001497,0.040765606,1.0,0.0,5e-07,0.041263554
0.0014975,0.041263554,1.0,0.0,5e-07,0.04176148
0.001498,0.04176148,1.0,0.0,5e-07,0.04225938
0.0014985,0.04225938,1.0,0.0,5e-07,0.042757254
0.001499,0.042757254,1.0,0.0,5e-07,0.043255102
0.0014995,0.043255102,1.0,0.0,5e-07,0.043752927
0.0015,0.043752927,1.0,0.0,5e-07,0.044250727
0.0015005,0.044250727,1.0,0.0,5e-07,0.044748504
0.001501,0.044748504,1.0,0.0,5e-07,0.045246255
0.0015015,0.045246255,1.0,0.0,5e-07,0.04574398
0.001502,0.04574398,1.0,0.0,5e-07,0.04624168
0.0015025,0.04624168,1.0,0.0,5e-07,0.046739355
0.001503,0.046739355,1.0,0.0,5e-07,0.047237005
0.0015035,0.047237005,1.0,0.0,5e-07,0.04773463
0.001504,0.04773463,1.0,0.0,5e-07,0.04823223
0.0015045,0.04823223,1.0,0.0,5e-07,0.048729807
0.001505,0.048729807,1.0,0.0,5e-07,0.049227357
0.0015055,0.049227357,1.0,0.0,5e-07,0.049724884
0.001506,0.049724884,1.0,0.0,5e-07,0.050222386
0.0015065,0.050222386,1.0,0.0,5e-07,0.05071986
0.001507,0.05071986,1.0,0.0,5e-07,0.051217314
0.0015075,0.051217314,1.0,0.0,5e-07,0.05171474
0.001508,0.05171474,1.0,0.0,5e-07,0.05221214
0.0015085,0.05221214,1.0,0.0,5e-07,0.05270952
0.001509,0.05270952,1.0,0.0,5e-07,0.053206872
0.0015095,0.053206872,1.0,0.0,5e-07,0.0537042
0.00151,0.0537042,1.0,0.0,5e-07,0.054201502
0.0015105,0.054201502,1.0,0.0,5e-07,0.05469878
0.001511,0.05469878,1.0,0.0,5e-07,0.055196032
0.0015115,0.055196032,1.0,0.0,5e-07,0.055693258
0.001512,0.055693258,1.0,0.0,5e-07,0.05619046
0.0015125,0.05619046,1.0,0.0,5e-07,0.056687642
0.001513,0.056687642,1.0,0.0,5e-07,0.057184793
0.0015135,0.057184793,1.0,0.0,5e-07,0.057681922
0.001514,0.057681922,1.0,0.0,5e-07,0.058179025
0.0015145,0.058179025,1.0,0.0,5e-07,0.058676105
0.001515,0.058676105,1.0,0.0,5e-07,0.05917316
0.0015155,0.05917316,1.0,0.0,5e-07,0.059670188
0.001516,0.059670188,1.0,0.0,5e-07,0.06016719
0.0015165,0.06016719,1.0,0.0,5e-07,0.06066417
0.001517,0.06066417,1.0,0.0,5e-07,0.061161123
0.0015175,0.061161123,1.0,0.0,5e-07,0.061658055
0.001518,0.061658055,1.0,0.0,5e-07,0.06215496
0.0015185,0.06215496,1.0,0.0,5e-07,0.062651835
0.001519,0.062651835,1.0,0.0,5e-07,0.06314869
0.0015195,0.06314869,1.0,0.0,5e-07,0.06364553
0.00152,0.06364553,1.0,0.0,5e-07,0.06414233
0.0015205,0.06414233,1.0,0.0,5e-07,0.06463911
0.001521,0.06463911,1.0,0.0,5e-07,0.06513587
0.0015215,0.06513587,1.0,0.0,5e-07,0.0656326
0.001522,0.0656326,1.0,0.0,5e-07,0.066129304
0.0015225,0.066129304,1.0,0.0,5e-07,0.06662598
0.001523,0.06662598,1.0,0.0,5e-07,0.06712264
0.0015235,0.06712264,1.0,0.0,5e-07,0.06761927
0.001524,0.06761927,1.0,0.0,5e-07,0.068115875
0.0015245,0.068115875,1.0,0.0,5e-07,0.06861246
0.001525,0.06861246,1.0,0.0,5e-07,0.069109015
0.0015255,0.069109015,1.0,0.0,5e-07,0.069605544
0.001526,0.069605544,1.0,0.0,5e-07,0.07010206
0.0015265,0.07010206,1.0,0.0,5e-07,0.070598535
0.001527,0.070598535,1.0,0.0,5e-07,0.071095
0.0015275,0.071095,0.0,0.0,5e-07,0.07122531
0.001528,0.07122531,0.0,0.0,5e-07,0.07035039
0.0015285,0.07035039,0.0,1.0,5e-07,0.06984689
0.001529,0.06984689,0.0,1.0,5e-07,0.06934341
0.0015295,0.06934341,0.0,1.0,5e-07,0.06883995
0.00153,0.06883995,0.0,1.0,5e-07,0.068336524
0.0015305,0.068336524,0.0,1.0,5e-07,0.06783312
0.001531,0.06783312,0.0,1.0,5e-07,0.06732974
0.0015315,0.06732974,0.0,1.0,5e-07,0.06682639
0.001532,0.06682639,0.0,1.0,5e-07,0.06632306
0.0015325,0.06632306,0.0,1.0,5e-07,0.065819755
0.001533,0.065819755,0.0,1.0,5e-07,0.065316476
0.0015335,0.065316476,0.0,1.0,5e-07,0.06481323
0.001534,0.06481323,0.0,1.0,5e-07,0.06430999
0.0015345,0.06430999,0.0,1.0,5e-07,0.063806795
0.001535,0.063806795,0.0,1.0,5e-07,0.06330361
0.0015355,0.06330361,0.0,1.0,5e-07,0.06280046
0.001536,0.06280046,0.0,1.0,5e-07,0.062297333
0.0015365,0.062297333,0.0,1.0,5e-07,0.061794233
0.001537,0.061794233,0.0,1.0,5e-07,0.061291154
0.0015375,0.061291154,0.0,1.0,5e-07,0.060788102
0.001538,0.060788102,0.0,1.0,5e-07,0.060285076
0.0015385,0.060285076,0.0,1.0,5e-07,0.059782073
0.001539,0.059782073,0.0,1.0,5e-07,0.0592791
0.0015395,0.0592791,0.0,1.0,5e-07,0.058776148
0.00154,0.058776148,0.0,1.0,5e-07,0.05827322
0.0015405,0.05827322,0.0,1.0,5e-07,0.05777032
0.001541,0.05777032,0.0,1.0,5e-07,0.057267442
0.0015415,0.057267442,0.0,1.0,5e-07,0.05676459
0.001542,0.05676459,0.0,1.0,5e-07,0.056261767
0.0015425,0.056261767,0.0,1.0,5e-07,0.055758968
0.001543,0.055758968,0.0,1.0,5e-07,0.05525619
0.0015435,0.05525619,0.0,1.0,5e-07,0.05475344
0.001544,0.05475344,0.0,1.0,5e-07,0.054250717
0.0015445,0.054250717,0.0,1.0,5e-07,0.053748015
0.001545,0.053748015,0.0,1.0,5e-07,0.05324534
0.0015455,0.05324534,0.0,1.0,5e-07,0.05274269
0.001546,0.05274269,0.0,1.0,5e-07,0.052240066
0.0015465,0.052240066,0.0,1.0,5e-07,0.05173747
0.001547,0.05173747,0.0,1.0,5e-07,0.051234894
0.0015475,0.051234894,0.0,1.0,5e-07,0.050732344
0.001548,0.050732344,0.0,1.0,5e-07,0.050229818
0.0015485,0.050229818,0.0,1.0,5e-07,0.04972732
0.001549,0.04972732,0.0,1.0,5e-07,0.049224846
0.0015495,0.049224846,0.0,1.0,5e-07,0.048722398
0.00155,0.048722398,0.0,1.0,5e-07,0.048219975
0.0015505,0.048219975,0.0,1.0,5e-07,0.047717575
0.001551,0.047717575,0.0,1.0,5e-07,0.0472152
0.0015515,0.0472152,0.0,1.0,5e-07,0.046712853
0.001552,0.046712853,0.0,1.0,5e-07,0.04621053
0.0015525,0.04621053,0.0,1.0,5e-07,0.04570823
0.001553,0.04570823,0.0,1.0,5e-07,0.045205962
0.0015535,0.045205962,0.0,1.0,5e-07,0.044703715
0.001554,0.044703715,0.0,1.0,5e-07,0.04420149
0.0015545,0.04420149,0.0,1.0,5e-07,0.043699294
0.001555,0.043699294,0.0,1.0,5e-07,0.04319712
0.0015555,0.04319712,0.0,1.0,5e-07,0.042694975
0.001556,0.042694975,0.0,1.0,5e-07,0.04219285
0.0015565,0.04219285,0.0,1.0,5e-07,0.041690752
0.001557,0.041690752,0.0,1.0,5e-07,0.041188683
0.0015575,0.041188683,0.0,1.0,5e-07,0.040686633
0.001558,0.040686633,0.0,1.0,5e-07,0.040184613
0.0015585,0.040184613,0.0,1.0,5e-07,0.039682616
0.001559,0.039682616,0.0,1.0,5e-07,0.039180644
0.0015595,0.039180644,0.0,1.0,5e-07,0.0386787
0.00156,0.0386787,0.0,1.0,5e-07,0.03817678
0.0015605,0.03817678,0.0,1.0,5e-07,0.03767488
0.001561,0.03767488,0.0,1.0,5e-07,0.03717301
0.0015615,0.03717301,0.0,1.0,5e-07,0.03667116
0.001562,0.03667116,0.0,1.0,5e-07,0.036169343
0.0015625,0.036169343,0.0,1.0,5e-07,0.035667546
0.001563,0.035667546,0.0,1.0,5e-07,0.035165776
0.0015635,0.035165776,0.0,1.0,5e-07,0.03466403
0.001564,0.03466403,0.0,1.0,5e-07,0.03416231
0.0015645,0.03416231,0.0,1.0,5e-07,0.033660613
0.001565,0.033660613,0.0,1.0,5e-07,0.033158943
0.0015655,0.033158943,0.0,1.0,5e-07,0.0326573
0.001566,0.0326573,0.0,1.0,5e-07,0.032155678
0.0015665,0.032155678,0.0,1.0,5e-07,0.031654082
0.001567,0.031654082,0.0,1.0,5e-07,0.031152513
0.0015675,0.031152513,0.0,1.0,5e-07,0.030650968
0.001568,0.030650968,0.0,1.0,5e-07,0.030149447
0.0015685,0.030149447,0.0,1.0,5e-07,0.029647952
0.001569,0.029647952,0.0,1.0,5e-07,0.029146481
0.0015695,0.029146481,0.0,1.0,5e-07,0.028645037
0.00157,0.028645037,0.0,1.0,5e-07,0.028143618
0.0015705,0.028143618,0.0,1.0,5e-07,0.027642222
0.001571,0.027642222,0.0,1.0,5e-07,0.027140854
0.0015715,0.027140854,0.0,1.0,5e-07,0.026639508
0.001572,0.026639508,0.0,1.0,5e-07,0.02613819
0.0015725,0.02613819,0.0,1.0,5e-07,0.025636895
0.001573,0.025636895,0.0,0.0,5e-07,0.025135625
0.0015735,0.025135625,0.0,0.0,5e-07,0.024634382
0.001574,0.024634382,1.0,0.0,5e-07,0.024252202
0.0015745,0.024252202,1.0,0.0,5e-07,0.024869436
0.001575,0.024869436,1.0,0.0,5e-07,0.02536818
0.0015755,0.02536818,1.0,0.0,5e-07,0.0258669
0.001576,0.0258669,1.0,0.0,5e-07,0.026365593
0.0015765,0.026365593,1.0,0.0,5e-07,0.026864262
0.001577,0.026864262,1.0,0.0,5e-07,0.027362907
0.0015775,0.027362907,1.0,0.0,5e-07,0.027861526
0.001578,0.027861526,1.0,0.0,5e-07,0.028360121
0.0015785,0.028360121,1.0,0.0,5e-07,0.02885869
0.001579,0.02885869,1.0,0.0,5e-07,0.029357234
0.0015795,0.029357234,1.0,0.0,5e-07,0.029855754
0.00158,0.029855754,1.0,0.0,5e-07,0.030354248
0.0015805,0.030354248,1.0,0.0,5e-07,0.030852718
0.001581,0.030852718,1.0,0.0,5e-07,0.031351164
0.0015815,0.031351164,1.0,0.0,5e-07,0.031849585
0.001582,0.031849585,1.0,0.0,5e-07,0.032347977
0.0015825,0.032347977,1.0,0.0,5e-07,0.03284635
0.001583,0.03284635,1.0,0.0,5e-07,0.033344693
0.0015835,0.033344693,1.0,0.0,5e-07,0.033843014
0.001584,0.033843014,1.0,0.0,5e-07,0.03434131
0.0015845,0.03434131,1.0,0.0,5e-07,0.03483958
0.001585,0.03483958,1.0,0.0,5e-07,0.035337824
0.0015855,0.035337824,1.0,0.0,5e-07,0.03583605
0.001586,0.03583605,1.0,0.0,5e-07,0.036334243
0.0015865,0.036334243,1.0,0.0,5e-07,0.036832415
0.001587,0.036832415,1.0,0.0,5e-07,0.03733056
0.0015875,0.03733056,1.0,0.0,5e-07,0.03782868
0.001588,0.03782868,1.0,0.0,5e-07,0.038326778
0.0015885,0.038326778,1.0,0.0,5e-07,0.03882485
0.001589,0.03882485,1.0,0.0,5e-07,0.039322894
0.0015895,0.039322894,1.0,0.0,5e-07,0.039820917
0.00159,0.039820917,1.0,0.0,5e-07,0.04031891
0.0015905,0.04031891,1.0,0.0,5e-07,0.040816884
0.001591,0.040816884,1.0,0.0,5e-07,0.04131483
0.0015915,0.04131483,1.0,0.0,5e-07,0.04181275
0.001592,0.04181275,1.0,0.0,5e-07,0.042310648
0.0015925,0.042310648,1.0,0.0,5e-07,0.04280852
0.001593,0.04280852,1.0,0.0,5e-07,0.04330637
0.0015935,0.04330637,1.0,0.0,5e-07,0.04380419
0.001594,0.04380419,1.0,0.0,5e-07,0.044301987
0.0015945,0.044301987,1.0,0.0,5e-07,0.04479976
0.001595,0.04479976,1.0,0.0,5e-07,0.045297507
0.0015955,0.045297507,1.0,0.0,5e-07,0.045795232
0.001596,0.045795232,1.0,0.0,5e-07,0.046292927
0.0015965,0.046292927,1.0,0.0,5e-07,0.0467906
0.001597,0.0467906,1.0,0.0,5e-07,0.04728825
0.0015975,0.04728825,1.0,0.0,5e-07,0.04778587
0.001598,0.04778587,1.0,0.0,5e-07,0.04828347
0.0015985,0.04828347,1.0,0.0,5e-07,0.048781045
0.001599,0.048781045,1.0,0.0,5e-07,0.04927859
0.0015995,0.04927859,1.0,0.0,5e-07,0.049776115
0.0016,0.049776115,1.0,0.0,5e-07,0.050273616
0.0016005,0.050273616,1.0,0.0,5e-07,0.050771087
0.001601,0.050771087,1.0,0.0,5e-07,0.051268537
0.0016015,0.051268537,1.0,0.0,5e-07,0.051765963
0.001602,0.051765963,1.0,0.0,5e-07,0.05226336
0.0016025,0.05226336,1.0,0.0,5e-07,0.052760735
0.001603,0.052760735,1.0,0.0,5e-07,0.053258084
0.0016035,0.053258084,1.0,0.0,5e-07,0.05375541
0.001604,0.05375541,1.0,0.0,5e-07,0.05425271
0.0016045,0.05425271,1.0,0.0,5e-07,0.054749984
0.001605,0.054749984,1.0,0.0,5e-07,0.055247236
0.0016055,0.055247236,1.0,0.0,5e-07,0.055744458
0.001606,0.055744458,1.0,0.0,5e-07,0.05624166
0.0016065,0.05624166,1.0,0.0,5e-07,0.056738835
0.001607,0.056738835,1.0,0.0,5e-07,0.057235986
0.0016075,0.057235986,1.0,0.0,5e-07,0.05773311
0.001608,0.05773311,1.0,0.0,5e-07,0.058230214
0.0016085,0.058230214,1.0,0.0,5e-07,0.05872729
0.001609,0.05872729,1.0,0.0,5e-07,0.05922434
0.0016095,0.05922434,1.0,0.0,5e-07,0.059721366
0.00161,0.059721366,1.0,0.0,5e-07,0.060218368
0.0016105,0.060218368,1.0,0.0,5e-07,0.060715344
0.001611,0.060715344,1.0,0.0,5e-07,0.061212298
0.0016115,0.061212298,1.0,0.0,5e-07,0.06170922
0.001612,0.06170922,1.0,0.0,5e-07,0.062206127
0.0016125,0.062206127,1.0,0.0,5e-07,0.062703006
0.001613,0.062703006,1.0,0.0,5e-07,0.063199855
0.0016135,0.063199855,1.0,0.0,5e-07,0.06369668
0.001614,0.06369668,1.0,0.0,5e-07,0.06419349
0.0016145,0.06419349,1.0,0.0,5e-07,0.06469026
0.001615,0.06469026,1.0,0.0,5e-07,0.065187015
0.0016155,0.065187015,1.0,0.0,5e-07,0.065683745
0.001616,0.065683745,1.0,0.0,5e-07,0.066180445
0.0016165,0.066180445,1.0,0.0,5e-07,0.06667712
0.001617,0.06667712,1.0,0.0,5e-07,0.06717378
0.0016175,0.06717378,1.0,0.0,5e-07,0.06767041
0.001618,0.06767041,1.0,0.0,5e-07,0.068167016
0.0016185,0.068167016,1.0,0.0,5e-07,0.06866359
0.001619,0.06866359,1.0,0.0,5e-07,0.06916015
0.0016195,0.06916015,1.0,0.0,5e-07,0.06965668
0.00162,0.06965668,1.0,0.0,5e-07,0.070153184
0.0016205,0.070153184,1.0,0.0,5e-07,0.07064966
0.001621,0.07064966,1.0,0.0,5e-07,0.071146116
0.0016215,0.071146116,1.0,0.0,5e-07,0.07164255
0.001622,0.07164255,1.0,0.0,5e-07,0.07213895
0.0016225,0.07213895,1.0,0.0,5e-07,0.07263533
0.001623,0.07263533,1.0,0.0,5e-07,0.07313169
0.0016235,0.07313169,1.0,0.0,5e-07,0.073628016
0.001624,0.073628016,1.0,0.0,5e-07,0.07412433
0.0016245,0.07412433,1.0,0.0,5e-07,0.074620605
0.001625,0.074620605,1.0,0.0,5e-07,0.075116865
0.0016255,0.075116865,1.0,0.0,5e-07,0.0756131
0.001626,0.0756131,1.0,0.0,5e-07,0.076109305
0.0016265,0.076109305,1.0,0.0,5e-07,0.076605484
0.001627,0.076605484,1.0,0.0,5e-07,0.07710164
0.0016275,0.07710164,0.0,0.0,5e-07,0.07737452
0.001628,0.07737452,0.0,0.0,5e-07,0.07664392
0.0016285,0.07664392,0.0,1.0,5e-07,0.076140106
0.001629,0.076140106,0.0,1.0,5e-07,0.07563631
0.0016295,0.07563631,0.0,1.0,5e-07,0.07513254
0.00163,0.07513254,0.0,1.0,5e-07,0.07462879
0.0016305,0.07462879,0.0,1.0,5e-07,0.074125074
0.001631,0.074125074,0.0,1.0,5e-07,0.073621385
0.0016315,0.073621385,0.0,1.0,5e-07,0.07311772
0.001632,0.07311772,0.0,1.0,5e-07,0.072614074
0.0016325,0.072614074,0.0,1.0,5e-07,0.07211045
0.001633,0.07211045,0.0,1.0,5e-07,0.07160686
0.0016335,0.07160686,0.0,1.0,5e-07,0.07110329
0.001634,0.07110329,0.0,1.0,5e-07,0.07059975
0.0016345,0.07059975,0.0,1.0,5e-07,0.07009623
0.001635,0.07009623,0.0,1.0,5e-07,0.069592744
0.0016355,0.069592744,0.0,1.0,5e-07,0.06908927
0.001636,0.06908927,0.0,1.0,5e-07,0.068585835
0.0016365,0.068585835,0.0,1.0,5e-07,0.068082415
0.001637,0.068082415,0.0,1.0,5e-07,0.06757902
0.0016375,0.06757902,0.0,1.0,5e-07,0.067075655
0.001638,0.067075655,0.0,1.0,5e-07,0.066572316
0.0016385,0.066572316,0.0,1.0,5e-07,0.066069
0.001639,0.066069,0.0,1.0,5e-07,0.06556571
0.0016395,0.06556571,0.0,1.0,5e-07,0.06506244
0.00164,0.06506244,0.0,1.0,5e-07,0.06455921
0.0016405,0.06455921,0.0,1.0,5e-07,0.06405599
0.001641,0.06405599,0.0,1.0,5e-07,0.0635528
0.0016415,0.0635528,0.0,1.0,5e-07,0.06304963
0.001642,0.06304963,0.0,1.0,5e-07,0.06254649
0.0016425,0.06254649,0.0,1.0,5e-07,0.062043376
0.001643,0.062043376,0.0,1.0,5e-07,0.061540287
0.0016435,0.061540287,0.0,1.0,5e-07,0.061037224
0.001644,0.061037224,0.0,1.0,5e-07,0.060534183
0.0016445,0.060534183,0.0,1.0,5e-07,0.060031172
0.001645,0.060031172,0.0,1.0,5e-07,0.05952818
0.0016455,0.05952818,0.0,1.0,5e-07,0.059025217
0.001646,0.059025217,0.0,1.0,5e-07,0.05852228
0.0016465,0.05852228,0.0,1.0,5e-07,0.058019366
0.001647,0.058019366,0.0,1.0,5e-07,0.057516478
0.0016475,0.057516478,0.0,1.0,5e-07,0.057013612
0.001648,0.057013612,0.0,1.0,5e-07,0.056510776
0.0016485,0.056510776,0.0,1.0,5e-07,0.056007963
0.001649,0.056007963,0.0,1.0,5e-07,0.055505175
0.0016495,0.055505175,0.0,1.0,5e-07,0.05500241
0.00165,0.05500241,0.0,1.0,5e-07,0.054499675
0.0016505,0.054499675,0.0,1.0,5e-07,0.05399696
0.001651,0.05399696,0.0,1.0,5e-07,0.053494275
0.0016515,0.053494275,0.0,1.0,5e-07,0.052991614
0.001652,0.052991614,0.0,1.0,5e-07,0.052488975
0.0016525,0.052488975,0.0,1.0,5e-07,0.051986363
0.001653,0.051986363,0.0,1.0,5e-07,0.051483776
0.0016535,0.051483776,0.0,1.0,5e-07,0.050981216
0.001654,0.050981216,0.0,1.0,5e-07,0.05047868
0.0016545,0.05047868,0.0,1.0,5e-07,0.049976166
0.001655,0.049976166,0.0,1.0,5e-07,0.04947368
0.0016555,0.04947368,0.0,1.0,5e-07,0.04897122
0.001656,0.04897122,0.0,1.0,5e-07,0.048468783
0.0016565,0.048468783,0.0,1.0,5e-07,0.047966372
0.001657,0.047966372,0.0,1.0,5e-07,0.047463987
0.0016575,0.047463987,0.0,1.0,5e-07,0.046961628
0.001658,0.046961628,0.0,1.0,5e-07,0.04645929
0.0016585,0.04645929,0.0,1.0,5e-07,0.04595698
0.001659,0.04595698,0.0,1.0,5e-07,0.045454696
0.0016595,0.045454696,0.0,1.0,5e-07,0.044952434
0.00166,0.044952434,0.0,1.0,5e-07,0.0444502
0.0016605,0.0444502,0.0,1.0,5e-07,0.04394799
0.001661,0.04394799,0.0,1.0,5e-07,0.043445807
0.0016615,0.043445807,0.0,1.0,5e-07,0.042943645
0.001662,0.042943645,0.0,1.0,5e-07,0.04244151
0.0016625,0.04244151,0.0,1.0,5e-07,0.0419394
