time,value,top,bot,time_step,L_value,next_value
8.85e-05,-0.0014451192,1.0,0.0,5e-07,9e-2,-0.0013895557
8.9e-05,-0.0013895557,1.0,0.0,5e-07,9e-2,-0.0013339926
8.95e-05,-0.0013339926,1.0,0.0,5e-07,9e-2,-0.0012784298
9e-05,-0.0012784298,1.0,0.0,5e-07,9e-2,-0.0012228673
9.05e-05,-0.0012228673,1.0,0.0,5e-07,9e-2,-0.0011673052
9.1e-05,-0.0011673052,1.0,0.0,5e-07,9e-2,-0.0011117433
9.15e-05,-0.0011117433,1.0,0.0,5e-07,9e-2,-0.0010561816
9.2e-05,-0.0010561816,1.0,0.0,5e-07,9e-2,-0.0010006204
9.25e-05,-0.0010006204,1.0,0.0,5e-07,9e-2,-0.0009450594
9.3e-05,-0.0009450594,1.0,0.0,5e-07,9e-2,-0.0008894988
9.35e-05,-0.0008894988,1.0,0.0,5e-07,9e-2,-0.0008339384
9.4e-05,-0.0008339384,1.0,0.0,5e-07,9e-2,-0.0007783784
9.45e-05,-0.0007783784,1.0,0.0,5e-07,9e-2,-0.00072281866
9.5e-05,-0.00072281866,1.0,0.0,5e-07,9e-2,-0.0006672593
9.55e-05,-0.0006672593,1.0,0.0,5e-07,9e-2,-0.0006117001
9.6e-05,-0.0006117001,1.0,0.0,5e-07,9e-2,-0.0005561414
9.65e-05,-0.0005561414,1.0,0.0,5e-07,9e-2,-0.00050058286
9.7e-05,-0.00050058286,1.0,0.0,5e-07,9e-2,-0.00044502466
9.75e-05,-0.00044502466,1.0,0.0,5e-07,9e-2,-0.0003894668
9.8e-05,-0.0003894668,1.0,0.0,5e-07,9e-2,-0.00033390924
9.85e-05,-0.00033390924,1.0,0.0,5e-07,9e-2,-0.00027835197
9.9e-05,-0.00027835197,1.0,0.0,5e-07,9e-2,-0.00022279503
9.95e-05,-0.00022279503,1.0,0.0,5e-07,9e-2,-0.0001672384
0.0001,-0.0001672384,1.0,0.0,5e-07,9e-2,-0.000111682064
0.0001005,-0.000111682064,1.0,0.0,5e-07,9e-2,-5.612604e-05
0.000101,-5.612604e-05,1.0,0.0,5e-07,9e-2,-5.7032577e-07
0.0001015,-5.7032577e-07,1.0,0.0,5e-07,9e-2,5.4985077e-05
0.000102,5.4985077e-05,1.0,0.0,5e-07,9e-2,0.000110540175
0.0001025,0.000110540175,1.0,0.0,5e-07,9e-2,0.00016609496
0.000103,0.00016609496,1.0,0.0,5e-07,9e-2,0.00022164945
0.0001035,0.00022164945,1.0,0.0,5e-07,9e-2,0.00027720362
0.000104,0.00027720362,1.0,0.0,5e-07,9e-2,0.00033275748
0.0001045,0.00033275748,1.0,0.0,5e-07,9e-2,0.00038831102
0.000105,0.00038831102,1.0,0.0,5e-07,9e-2,0.00044386426
0.0001055,0.00044386426,1.0,0.0,5e-07,9e-2,0.0004994172
0.000106,0.0004994172,1.0,0.0,5e-07,9e-2,0.0005549698
0.0001065,0.0005549698,1.0,0.0,5e-07,9e-2,0.00061052217
0.000107,0.00061052217,1.0,0.0,5e-07,9e-2,0.00066607416
0.0001075,0.00066607416,1.0,0.0,5e-07,9e-2,0.00072162587
0.000108,0.00072162587,1.0,0.0,5e-07,9e-2,0.0007771772
0.0001085,0.0007771772,1.0,0.0,5e-07,9e-2,0.00083272834
0.000109,0.00083272834,1.0,0.0,5e-07,9e-2,0.0008882791
0.0001095,0.0008882791,1.0,0.0,5e-07,9e-2,0.0009438296
0.00011,0.0009438296,1.0,0.0,5e-07,9e-2,0.0009993798
0.0001105,0.0009993798,1.0,0.0,5e-07,9e-2,0.0010549296
0.000111,0.0010549296,1.0,0.0,5e-07,9e-2,0.0011104791
0.0001115,0.0011104791,1.0,0.0,5e-07,9e-2,0.0011660283
0.000112,0.0011660283,1.0,0.0,5e-07,9e-2,0.0012215773
0.0001125,0.0012215773,1.0,0.0,5e-07,9e-2,0.0012771259
0.000113,0.0012771259,1.0,0.0,5e-07,9e-2,0.0013326742
0.0001135,0.0013326742,1.0,0.0,5e-07,9e-2,0.0013882222
0.000114,0.0013882222,1.0,0.0,5e-07,9e-2,0.0014437699
0.0001145,0.0014437699,1.0,0.0,5e-07,9e-2,0.0014993172
0.000115,0.0014993172,1.0,0.0,5e-07,9e-2,0.0015548643
0.0001155,0.0015548643,1.0,0.0,5e-07,9e-2,0.0016104111
0.000116,0.0016104111,1.0,0.0,5e-07,9e-2,0.0016659575
0.0001165,0.0016659575,1.0,0.0,5e-07,9e-2,0.0017215037
0.000117,0.0017215037,1.0,0.0,5e-07,9e-2,0.0017770495
0.0001175,0.0017770495,1.0,0.0,5e-07,9e-2,0.0018325951
0.000118,0.0018325951,1.0,0.0,5e-07,9e-2,0.0018881403
0.0001185,0.0018881403,1.0,0.0,5e-07,9e-2,0.0019436852
0.000119,0.0019436852,1.0,0.0,5e-07,9e-2,0.00199923
0.0001195,0.00199923,1.0,0.0,5e-07,9e-2,0.0020547742
0.00012,0.0020547742,1.0,0.0,5e-07,9e-2,0.002110318
0.0001205,0.002110318,1.0,0.0,5e-07,9e-2,0.0021658617
0.000121,0.0021658617,1.0,0.0,5e-07,9e-2,0.002221405
0.0001215,0.002221405,1.0,0.0,5e-07,9e-2,0.0022769482
0.000122,0.0022769482,1.0,0.0,5e-07,9e-2,0.0023324909
0.0001225,0.0023324909,1.0,0.0,5e-07,9e-2,0.0023880333
0.000123,0.0023880333,1.0,0.0,5e-07,9e-2,0.0024435755
0.0001235,0.0024435755,1.0,0.0,5e-07,9e-2,0.0024991173
0.000124,0.0024991173,1.0,0.0,5e-07,9e-2,0.0025546588
0.0001245,0.0025546588,1.0,0.0,5e-07,9e-2,0.0026102
0.000125,0.0026102,1.0,0.0,5e-07,9e-2,0.002665741
0.0001255,0.002665741,0.0,0.0,5e-07,9e-2,0.0026664352
0.000126,0.0026664352,0.0,0.0,5e-07,9e-2,0.0025559894
0.0001265,0.0025559894,0.0,1.0,5e-07,9e-2,0.0025004197
0.000127,0.0025004197,0.0,1.0,5e-07,9e-2,0.0024448505
0.0001275,0.0024448505,0.0,1.0,5e-07,9e-2,0.0023892815
0.000128,0.0023892815,0.0,1.0,5e-07,9e-2,0.0023337128
0.0001285,0.0023337128,0.0,1.0,5e-07,9e-2,0.0022781445
0.000129,0.0022781445,0.0,1.0,5e-07,9e-2,0.0022225764
0.0001295,0.0022225764,0.0,1.0,5e-07,9e-2,0.0021670086
0.00013,0.0021670086,0.0,1.0,5e-07,9e-2,0.0021114412
0.0001305,0.0021114412,0.0,1.0,5e-07,9e-2,0.002055874
0.000131,0.002055874,0.0,1.0,5e-07,9e-2,0.0020003072
0.0001315,0.0020003072,0.0,1.0,5e-07,9e-2,0.0019447408
0.000132,0.0019447408,0.0,1.0,5e-07,9e-2,0.0018891746
0.0001325,0.0018891746,0.0,1.0,5e-07,9e-2,0.0018336087
0.000133,0.0018336087,0.0,1.0,5e-07,9e-2,0.0017780431
0.0001335,0.0017780431,0.0,1.0,5e-07,9e-2,0.0017224778
0.000134,0.0017224778,0.0,1.0,5e-07,9e-2,0.0016669128
0.0001345,0.0016669128,0.0,1.0,5e-07,9e-2,0.0016113482
0.000135,0.0016113482,0.0,1.0,5e-07,9e-2,0.0015557838
0.0001355,0.0015557838,0.0,1.0,5e-07,9e-2,0.0015002198
0.000136,0.0015002198,0.0,1.0,5e-07,9e-2,0.001444656
0.0001365,0.001444656,0.0,1.0,5e-07,9e-2,0.0013890926
0.000137,0.0013890926,0.0,1.0,5e-07,9e-2,0.0013335295
0.0001375,0.0013335295,0.0,1.0,5e-07,9e-2,0.0012779667
0.000138,0.0012779667,0.0,1.0,5e-07,9e-2,0.0012224042
0.0001385,0.0012224042,0.0,1.0,5e-07,9e-2,0.0011668421
0.000139,0.0011668421,0.0,1.0,5e-07,9e-2,0.0011112802
0.0001395,0.0011112802,0.0,1.0,5e-07,9e-2,0.0010557185
0.00014,0.0010557185,0.0,1.0,5e-07,9e-2,0.0010001573
0.0001405,0.0010001573,0.0,1.0,5e-07,9e-2,0.0009445963
0.000141,0.0009445963,0.0,1.0,5e-07,9e-2,0.0008890357
0.0001415,0.0008890357,0.0,1.0,5e-07,9e-2,0.0008334753
0.000142,0.0008334753,0.0,1.0,5e-07,9e-2,0.0007779153
0.0001425,0.0007779153,0.0,1.0,5e-07,9e-2,0.00072235556
0.000143,0.00072235556,0.0,1.0,5e-07,9e-2,0.0006667962
0.0001435,0.0006667962,0.0,1.0,5e-07,9e-2,0.0006112371
0.000144,0.0006112371,0.0,1.0,5e-07,9e-2,0.00055567827
0.0001445,0.00055567827,0.0,1.0,5e-07,9e-2,0.00050011976
0.000145,0.00050011976,0.0,1.0,5e-07,9e-2,0.0004445616
0.0001455,0.0004445616,0.0,1.0,5e-07,9e-2,0.00038900372
0.000146,0.00038900372,0.0,1.0,5e-07,9e-2,0.00033344617
0.0001465,0.00033344617,0.0,1.0,5e-07,9e-2,0.0002778889
0.000147,0.0002778889,0.0,1.0,5e-07,9e-2,0.00022233196
0.0001475,0.00022233196,0.0,1.0,5e-07,9e-2,0.00016677532
0.000148,0.00016677532,0.0,1.0,5e-07,9e-2,0.000111219
0.0001485,0.000111219,0.0,1.0,5e-07,9e-2,5.5662982e-05
0.000149,5.5662982e-05,0.0,1.0,5e-07,9e-2,1.07270644e-07
0.0001495,1.07270644e-07,0.0,1.0,5e-07,9e-2,-5.544813e-05
0.00015,-5.544813e-05,0.0,1.0,5e-07,9e-2,-0.000111003224
0.0001505,-0.000111003224,0.0,1.0,5e-07,9e-2,-0.000166558
0.000151,-0.000166558,0.0,1.0,5e-07,9e-2,-0.00022211249
0.0001515,-0.00022211249,0.0,1.0,5e-07,9e-2,-0.00027766667
0.000152,-0.00027766667,0.0,1.0,5e-07,9e-2,-0.00033322052
0.0001525,-0.00033322052,0.0,1.0,5e-07,9e-2,-0.00038877406
0.000153,-0.00038877406,0.0,1.0,5e-07,9e-2,-0.0004443273
0.0001535,-0.0004443273,0.0,1.0,5e-07,9e-2,-0.00049988023
0.000154,-0.00049988023,0.0,1.0,5e-07,9e-2,-0.00055543287
0.0001545,-0.00055543287,0.0,1.0,5e-07,9e-2,-0.00061098515
0.000155,-0.00061098515,0.0,1.0,5e-07,9e-2,-0.0006665372
0.0001555,-0.0006665372,0.0,1.0,5e-07,9e-2,-0.00072208885
0.000156,-0.00072208885,0.0,1.0,5e-07,9e-2,-0.00077764026
0.0001565,-0.00077764026,0.0,1.0,5e-07,9e-2,-0.0008331913
0.000157,-0.0008331913,0.0,1.0,5e-07,9e-2,-0.0008887421
0.0001575,-0.0008887421,0.0,1.0,5e-07,9e-2,-0.0009442926
0.000158,-0.0009442926,0.0,1.0,5e-07,9e-2,-0.0009998428
0.0001585,-0.0009998428,0.0,1.0,5e-07,9e-2,-0.0010553926
0.000159,-0.0010553926,0.0,1.0,5e-07,9e-2,-0.0011109421
0.0001595,-0.0011109421,0.0,1.0,5e-07,9e-2,-0.0011664913
0.00016,-0.0011664913,0.0,1.0,5e-07,9e-2,-0.0012220403
0.0001605,-0.0012220403,0.0,1.0,5e-07,9e-2,-0.0012775889
0.000161,-0.0012775889,0.0,1.0,5e-07,9e-2,-0.0013331372
0.0001615,-0.0013331372,0.0,1.0,5e-07,9e-2,-0.0013886852
0.000162,-0.0013886852,0.0,1.0,5e-07,9e-2,-0.0014442329
0.0001625,-0.0014442329,0.0,1.0,5e-07,9e-2,-0.0014997802
0.000163,-0.0014997802,0.0,1.0,5e-07,9e-2,-0.0015553273
0.0001635,-0.0015553273,0.0,1.0,5e-07,9e-2,-0.0016108741
0.000164,-0.0016108741,0.0,1.0,5e-07,9e-2,-0.0016664205
0.0001645,-0.0016664205,0.0,1.0,5e-07,9e-2,-0.0017219667
0.000165,-0.0017219667,0.0,1.0,5e-07,9e-2,-0.0017775125
0.0001655,-0.0017775125,0.0,1.0,5e-07,9e-2,-0.0018330581
0.000166,-0.0018330581,0.0,1.0,5e-07,9e-2,-0.0018886032
0.0001665,-0.0018886032,0.0,1.0,5e-07,9e-2,-0.0019441482
0.000167,-0.0019441482,0.0,1.0,5e-07,9e-2,-0.0019996928
0.0001675,-0.0019996928,0.0,1.0,5e-07,9e-2,-0.002055237
0.000168,-0.002055237,0.0,1.0,5e-07,9e-2,-0.0021107811
0.0001685,-0.0021107811,0.0,1.0,5e-07,9e-2,-0.0021663248
0.000169,-0.0021663248,0.0,1.0,5e-07,9e-2,-0.0022218681
0.0001695,-0.0022218681,0.0,1.0,5e-07,9e-2,-0.002277411
0.00017,-0.002277411,0.0,1.0,5e-07,9e-2,-0.002332954
0.0001705,-0.002332954,0.0,1.0,5e-07,9e-2,-0.0023884964
0.000171,-0.0023884964,0.0,1.0,5e-07,9e-2,-0.0024440384
0.0001715,-0.0024440384,0.0,1.0,5e-07,9e-2,-0.0024995804
0.000172,-0.0024995804,0.0,1.0,5e-07,9e-2,-0.002555122
0.0001725,-0.002555122,0.0,1.0,5e-07,9e-2,-0.002610663
0.000173,-0.002610663,0.0,1.0,5e-07,9e-2,-0.002666204
0.0001735,-0.002666204,0.0,1.0,5e-07,9e-2,-0.0027217446
0.000174,-0.0027217446,0.0,1.0,5e-07,9e-2,-0.0027772847
0.0001745,-0.0027772847,0.0,1.0,5e-07,9e-2,-0.0028328248
0.000175,-0.0028328248,0.0,1.0,5e-07,9e-2,-0.0028883645
0.0001755,-0.0028883645,0.0,0.0,5e-07,9e-2,-0.0028890586
0.000176,-0.0028890586,0.0,0.0,5e-07,9e-2,-0.0027786104
0.0001765,-0.0027786104,1.0,0.0,5e-07,9e-2,-0.0027230396
0.000177,-0.0027230396,1.0,0.0,5e-07,9e-2,-0.002667469
0.0001775,-0.002667469,1.0,0.0,5e-07,9e-2,-0.0026118988
0.000178,-0.0026118988,1.0,0.0,5e-07,9e-2,-0.002556329
0.0001785,-0.002556329,1.0,0.0,5e-07,9e-2,-0.0025007592
0.000179,-0.0025007592,1.0,0.0,5e-07,9e-2,-0.00244519
