time,value,top,bot,time_step,L_value,next_value
1.75e-05,1.4782397,1.0,0.0,5e-07,1e-4,1.520742
1.8e-05,1.520742,1.0,0.0,5e-07,1e-4,1.5630325
1.85e-05,1.5630325,1.0,0.0,5e-07,1e-4,1.6051121
1.9e-05,1.6051121,1.0,0.0,5e-07,1e-4,1.6469818
1.95e-05,1.6469818,1.0,0.0,5e-07,1e-4,1.6886426
2e-05,1.6886426,1.0,0.0,5e-07,1e-4,1.7300957
2.05e-05,1.7300957,1.0,0.0,5e-07,1e-4,1.771342
2.1e-05,1.771342,1.0,0.0,5e-07,1e-4,1.8123826
2.15e-05,1.8123826,1.0,0.0,5e-07,1e-4,1.8532186
2.2e-05,1.8532186,1.0,0.0,5e-07,1e-4,1.8938508
2.25e-05,1.8938508,1.0,0.0,5e-07,1e-4,1.9342804
2.3e-05,1.9342804,1.0,0.0,5e-07,1e-4,1.9745083
2.35e-05,1.9745083,1.0,0.0,5e-07,1e-4,2.0145357
2.4e-05,2.0145357,1.0,0.0,5e-07,1e-4,2.0543633
2.45e-05,2.0543633,1.0,0.0,5e-07,1e-4,2.0939922
2.5e-05,2.0939922,1.0,0.0,5e-07,1e-4,2.1334238
2.55e-05,2.1334238,0.0,0.0,5e-07,1e-4,2.1339142
2.6e-05,2.1339142,0.0,0.0,5e-07,1e-4,2.0136342
2.65e-05,2.0136342,0.0,1.0,5e-07,1e-4,1.953716
2.7e-05,1.953716,0.0,1.0,5e-07,1e-4,1.8940966
2.75e-05,1.8940966,0.0,1.0,5e-07,1e-4,1.8347746
2.8e-05,1.8347746,0.0,1.0,5e-07,1e-4,1.7757484
2.85e-05,1.7757484,0.0,1.0,5e-07,1e-4,1.7170166
2.9e-05,1.7170166,0.0,1.0,5e-07,1e-4,1.6585778
2.95e-05,1.6585778,0.0,1.0,5e-07,1e-4,1.6004304
3e-05,1.6004304,0.0,1.0,5e-07,1e-4,1.542573
3.05e-05,1.542573,0.0,1.0,5e-07,1e-4,1.4850042
3.1e-05,1.4850042,0.0,1.0,5e-07,1e-4,1.4277225
3.15e-05,1.4277225,0.0,1.0,5e-07,1e-4,1.3707265
3.2e-05,1.3707265,0.0,1.0,5e-07,1e-4,1.3140147
3.25e-05,1.3140147,0.0,1.0,5e-07,1e-4,1.2575858
3.3e-05,1.2575858,0.0,1.0,5e-07,1e-4,1.2014384
3.35e-05,1.2014384,0.0,1.0,5e-07,1e-4,1.145571
3.4e-05,1.145571,0.0,1.0,5e-07,1e-4,1.0899822
3.45e-05,1.0899822,0.0,1.0,5e-07,1e-4,1.0346707
3.5e-05,1.0346707,0.0,1.0,5e-07,1e-4,0.97963506
3.55e-05,0.97963506,0.0,1.0,5e-07,1e-4,0.9248739
3.6e-05,0.9248739,0.0,1.0,5e-07,1e-4,0.8703858
3.65e-05,0.8703858,0.0,1.0,5e-07,1e-4,0.81616956
3.7e-05,0.81616956,0.0,1.0,5e-07,1e-4,0.7622237
3.75e-05,0.7622237,0.0,1.0,5e-07,1e-4,0.7085469
3.8e-05,0.7085469,0.0,1.0,5e-07,1e-4,0.6551378
3.85e-05,0.6551378,0.0,1.0,5e-07,1e-4,0.60199505
3.9e-05,0.60199505,0.0,1.0,5e-07,1e-4,0.5491174
3.95e-05,0.5491174,0.0,1.0,5e-07,1e-4,0.49650344
4e-05,0.49650344,0.0,1.0,5e-07,1e-4,0.4441519
4.05e-05,0.4441519,0.0,1.0,5e-07,1e-4,0.3920615
4.1e-05,0.3920615,0.0,1.0,5e-07,1e-4,0.34023088
4.15e-05,0.34023088,0.0,1.0,5e-07,1e-4,0.28865874
4.2e-05,0.28865874,0.0,1.0,5e-07,1e-4,0.23734385
4.25e-05,0.23734385,0.0,1.0,5e-07,1e-4,0.18628488
4.3e-05,0.18628488,0.0,1.0,5e-07,1e-4,0.13548058
4.35e-05,0.13548058,0.0,1.0,5e-07,1e-4,0.08492966
4.4e-05,0.08492966,0.0,1.0,5e-07,1e-4,0.03463086
4.45e-05,0.03463086,0.0,1.0,5e-07,1e-4,-0.015417068
4.5e-05,-0.015417068,0.0,1.0,5e-07,1e-4,-0.06521539
4.55e-05,-0.06521539,0.0,1.0,5e-07,1e-4,-0.11476533
4.6e-05,-0.11476533,0.0,1.0,5e-07,1e-4,-0.16406815
4.65e-05,-0.16406815,0.0,1.0,5e-07,1e-4,-0.21312505
4.7e-05,-0.21312505,0.0,1.0,5e-07,1e-4,-0.2619373
4.75e-05,-0.2619373,0.0,1.0,5e-07,1e-4,-0.31050608
4.8e-05,-0.31050608,0.0,1.0,5e-07,1e-4,-0.35883263
4.85e-05,-0.35883263,0.0,1.0,5e-07,1e-4,-0.40691817
4.9e-05,-0.40691817,0.0,1.0,5e-07,1e-4,-0.45476386
4.95e-05,-0.45476386,0.0,1.0,5e-07,1e-4,-0.5023709
5e-05,-0.5023709,0.0,1.0,5e-07,1e-4,-0.54974055
5.05e-05,-0.54974055,0.0,1.0,5e-07,1e-4,-0.59687394
5.1e-05,-0.59687394,0.0,1.0,5e-07,1e-4,-0.6437722
5.15e-05,-0.6437722,0.0,1.0,5e-07,1e-4,-0.6904366
5.2e-05,-0.6904366,0.0,1.0,5e-07,1e-4,-0.7368682
5.25e-05,-0.7368682,0.0,1.0,5e-07,1e-4,-0.7830683
5.3e-05,-0.7830683,0.0,1.0,5e-07,1e-4,-0.8290379
5.35e-05,-0.8290379,0.0,1.0,5e-07,1e-4,-0.8747783
5.4e-05,-0.8747783,0.0,1.0,5e-07,1e-4,-0.9202905
5.45e-05,-0.9202905,0.0,1.0,5e-07,1e-4,-0.96557575
5.5e-05,-0.96557575,0.0,1.0,5e-07,1e-4,-1.0106351
5.55e-05,-1.0106351,0.0,1.0,5e-07,1e-4,-1.0554698
5.6e-05,-1.0554698,0.0,1.0,5e-07,1e-4,-1.1000808
5.65e-05,-1.1000808,0.0,1.0,5e-07,1e-4,-1.1444694
5.7e-05,-1.1444694,0.0,1.0,5e-07,1e-4,-1.1886365
5.75e-05,-1.1886365,0.0,1.0,5e-07,1e-4,-1.2325834
5.8e-05,-1.2325834,0.0,1.0,5e-07,1e-4,-1.276311
5.85e-05,-1.276311,0.0,1.0,5e-07,1e-4,-1.3198206
5.9e-05,-1.3198206,0.0,1.0,5e-07,1e-4,-1.3631132
5.95e-05,-1.3631132,0.0,1.0,5e-07,1e-4,-1.4061898
6e-05,-1.4061898,0.0,1.0,5e-07,1e-4,-1.4490516
6.05e-05,-1.4490516,0.0,1.0,5e-07,1e-4,-1.4916997
6.1e-05,-1.4916997,0.0,1.0,5e-07,1e-4,-1.534135
6.15e-05,-1.534135,0.0,1.0,5e-07,1e-4,-1.5763587
6.2e-05,-1.5763587,0.0,1.0,5e-07,1e-4,-1.6183717
6.25e-05,-1.6183717,0.0,1.0,5e-07,1e-4,-1.6601753
6.3e-05,-1.6601753,0.0,1.0,5e-07,1e-4,-1.7017703
6.35e-05,-1.7017703,0.0,1.0,5e-07,1e-4,-1.743158
6.4e-05,-1.743158,0.0,1.0,5e-07,1e-4,-1.7843391
6.45e-05,-1.7843391,0.0,1.0,5e-07,1e-4,-1.8253149
6.5e-05,-1.8253149,0.0,1.0,5e-07,1e-4,-1.8660864
6.55e-05,-1.8660864,0.0,1.0,5e-07,1e-4,-1.9066544
6.6e-05,-1.9066544,0.0,1.0,5e-07,1e-4,-1.94702
6.65e-05,-1.94702,0.0,1.0,5e-07,1e-4,-1.9871845
6.7e-05,-1.9871845,0.0,1.0,5e-07,1e-4,-2.0271485
6.75e-05,-2.0271485,0.0,1.0,5e-07,1e-4,-2.0669134
6.8e-05,-2.0669134,0.0,1.0,5e-07,1e-4,-2.10648
6.85e-05,-2.10648,0.0,1.0,5e-07,1e-4,-2.145849
6.9e-05,-2.145849,0.0,1.0,5e-07,1e-4,-2.1850216
6.95e-05,-2.1850216,0.0,1.0,5e-07,1e-4,-2.223999
7e-05,-2.223999,0.0,1.0,5e-07,1e-4,-2.2627819
7.05e-05,-2.2627819,0.0,1.0,5e-07,1e-4,-2.3013716
7.1e-05,-2.3013716,0.0,1.0,5e-07,1e-4,-2.3397686
7.15e-05,-2.3397686,0.0,1.0,5e-07,1e-4,-2.377974
7.2e-05,-2.377974,0.0,1.0,5e-07,1e-4,-2.4159892
7.25e-05,-2.4159892,0.0,1.0,5e-07,1e-4,-2.4538145
7.3e-05,-2.4538145,0.0,1.0,5e-07,1e-4,-2.4914513
7.35e-05,-2.4914513,0.0,1.0,5e-07,1e-4,-2.5289004
7.4e-05,-2.5289004,0.0,1.0,5e-07,1e-4,-2.5661626
7.45e-05,-2.5661626,0.0,1.0,5e-07,1e-4,-2.603239
7.5e-05,-2.603239,0.0,1.0,5e-07,1e-4,-2.6401305
7.55e-05,-2.6401305,0.0,0.0,5e-07,1e-4,-2.6405895
7.6e-05,-2.6405895,0.0,0.0,5e-07,1e-4,-2.515287
7.65e-05,-2.515287,1.0,0.0,5e-07,1e-4,-2.4528668
7.7e-05,-2.4528668,1.0,0.0,5e-07,1e-4,-2.3907578
7.75e-05,-2.3907578,1.0,0.0,5e-07,1e-4,-2.3289587
7.8e-05,-2.3289587,1.0,0.0,5e-07,1e-4,-2.2674677
7.85e-05,-2.2674677,1.0,0.0,5e-07,1e-4,-2.2062836
7.9e-05,-2.2062836,1.0,0.0,5e-07,1e-4,-2.1454043
7.95e-05,-2.1454043,1.0,0.0,5e-07,1e-4,-2.0848289
8e-05,-2.0848289,1.0,0.0,5e-07,1e-4,-2.0245557
8.05e-05,-2.0245557,1.0,0.0,5e-07,1e-4,-1.9645829
8.1e-05,-1.9645829,1.0,0.0,5e-07,1e-4,-1.9049093
8.15e-05,-1.9049093,1.0,0.0,5e-07,1e-4,-1.8455333
8.2e-05,-1.8455333,1.0,0.0,5e-07,1e-4,-1.7864535
8.25e-05,-1.7864535,1.0,0.0,5e-07,1e-4,-1.7276683
8.3e-05,-1.7276683,1.0,0.0,5e-07,1e-4,-1.6691763
8.35e-05,-1.6691763,1.0,0.0,5e-07,1e-4,-1.610976
8.4e-05,-1.610976,1.0,0.0,5e-07,1e-4,-1.553066
8.45e-05,-1.553066,1.0,0.0,5e-07,1e-4,-1.4954449
8.5e-05,-1.4954449,1.0,0.0,5e-07,1e-4,-1.4381111
8.55e-05,-1.4381111,1.0,0.0,5e-07,1e-4,-1.3810633
8.6e-05,-1.3810633,1.0,0.0,5e-07,1e-4,-1.3243
8.65e-05,-1.3243,1.0,0.0,5e-07,1e-4,-1.2678199
8.7e-05,-1.2678199,1.0,0.0,5e-07,1e-4,-1.2116214
8.75e-05,-1.2116214,1.0,0.0,5e-07,1e-4,-1.1557032
8.8e-05,-1.1557032,1.0,0.0,5e-07,1e-4,-1.1000638
8.85e-05,-1.1000638,1.0,0.0,5e-07,1e-4,-1.044702
8.9e-05,-1.044702,1.0,0.0,5e-07,1e-4,-0.9896164
8.95e-05,-0.9896164,1.0,0.0,5e-07,1e-4,-0.93480545
9e-05,-0.93480545,1.0,0.0,5e-07,1e-4,-0.88026786
9.05e-05,-0.88026786,1.0,0.0,5e-07,1e-4,-0.8260023
9.1e-05,-0.8260023,1.0,0.0,5e-07,1e-4,-0.7720074
9.15e-05,-0.7720074,1.0,0.0,5e-07,1e-4,-0.71828175
9.2e-05,-0.71828175,1.0,0.0,5e-07,1e-4,-0.6648241
9.25e-05,-0.6648241,1.0,0.0,5e-07,1e-4,-0.61163306
9.3e-05,-0.61163306,1.0,0.0,5e-07,1e-4,-0.55870736
9.35e-05,-0.55870736,1.0,0.0,5e-07,1e-4,-0.5060456
9.4e-05,-0.5060456,1.0,0.0,5e-07,1e-4,-0.45364645
9.45e-05,-0.45364645,1.0,0.0,5e-07,1e-4,-0.40150866
9.5e-05,-0.40150866,1.0,0.0,5e-07,1e-4,-0.34963092
9.55e-05,-0.34963092,1.0,0.0,5e-07,1e-4,-0.29801193
9.6e-05,-0.29801193,1.0,0.0,5e-07,1e-4,-0.24665038
9.65e-05,-0.24665038,1.0,0.0,5e-07,1e-4,-0.195545
9.7e-05,-0.195545,1.0,0.0,5e-07,1e-4,-0.1446945
9.75e-05,-0.1446945,1.0,0.0,5e-07,1e-4,-0.09409764
9.8e-05,-0.09409764,1.0,0.0,5e-07,1e-4,-0.043753114
9.85e-05,-0.043753114,1.0,0.0,5e-07,1e-4,0.0063403156
9.9e-05,0.0063403156,1.0,0.0,5e-07,1e-4,0.0561839
9.95e-05,0.0561839,1.0,0.0,5e-07,1e-4,0.10577889
0.0001,0.10577889,1.0,0.0,5e-07,1e-4,0.15512653
0.0001005,0.15512653,1.0,0.0,5e-07,1e-4,0.20422803
0.000101,0.20422803,1.0,0.0,5e-07,1e-4,0.25308466
0.0001015,0.25308466,1.0,0.0,5e-07,1e-4,0.30169758
0.000102,0.30169758,1.0,0.0,5e-07,1e-4,0.3500681
0.0001025,0.3500681,1.0,0.0,5e-07,1e-4,0.39819732
0.000103,0.39819732,1.0,0.0,5e-07,1e-4,0.4460865
0.0001035,0.4460865,1.0,0.0,5e-07,1e-4,0.49373686
0.000104,0.49373686,1.0,0.0,5e-07,1e-4,0.54114956
0.0001045,0.54114956,1.0,0.0,5e-07,1e-4,0.58832574
0.000105,0.58832574,1.0,0.0,5e-07,1e-4,0.63526666
0.0001055,0.63526666,1.0,0.0,5e-07,1e-4,0.68197346
0.000106,0.68197346,1.0,0.0,5e-07,1e-4,0.7284473
0.0001065,0.7284473,1.0,0.0,5e-07,1e-4,0.7746894
0.000107,0.7746894,1.0,0.0,5e-07,1e-4,0.8207008
0.0001075,0.8207008,1.0,0.0,5e-07,1e-4,0.86648273
0.000108,0.86648273,1.0,0.0,5e-07,1e-4,0.91203636
0.0001085,0.91203636,1.0,0.0,5e-07,1e-4,0.9573628
0.000109,0.9573628,1.0,0.0,5e-07,1e-4,1.0024631
0.0001095,1.0024631,1.0,0.0,5e-07,1e-4,1.0473385
0.00011,1.0473385,1.0,0.0,5e-07,1e-4,1.0919901
0.0001105,1.0919901,1.0,0.0,5e-07,1e-4,1.1364189
0.000111,1.1364189,1.0,0.0,5e-07,1e-4,1.1806263
0.0001115,1.1806263,1.0,0.0,5e-07,1e-4,1.2246131
0.000112,1.2246131,1.0,0.0,5e-07,1e-4,1.2683805
0.0001125,1.2683805,1.0,0.0,5e-07,1e-4,1.3119297
0.000113,1.3119297,1.0,0.0,5e-07,1e-4,1.3552616
0.0001135,1.3552616,1.0,0.0,5e-07,1e-4,1.3983774
0.000114,1.3983774,1.0,0.0,5e-07,1e-4,1.4412782
0.0001145,1.4412782,1.0,0.0,5e-07,1e-4,1.4839649
0.000115,1.4839649,1.0,0.0,5e-07,1e-4,1.5264388
0.0001155,1.5264388,1.0,0.0,5e-07,1e-4,1.5687009
0.000116,1.5687009,1.0,0.0,5e-07,1e-4,1.6107522
0.0001165,1.6107522,1.0,0.0,5e-07,1e-4,1.6525937
0.000117,1.6525937,1.0,0.0,5e-07,1e-4,1.6942266
0.0001175,1.6942266,1.0,0.0,5e-07,1e-4,1.7356519
0.000118,1.7356519,1.0,0.0,5e-07,1e-4,1.7768705
0.0001185,1.7768705,1.0,0.0,5e-07,1e-4,1.8178835
0.000119,1.8178835,1.0,0.0,5e-07,1e-4,1.8586919
0.0001195,1.8586919,1.0,0.0,5e-07,1e-4,1.8992969
0.00012,1.8992969,1.0,0.0,5e-07,1e-4,1.9396993
0.0001205,1.9396993,1.0,0.0,5e-07,1e-4,1.9799002
0.000121,1.9799002,1.0,0.0,5e-07,1e-4,2.0199006
0.0001215,2.0199006,1.0,0.0,5e-07,1e-4,2.0597017
0.000122,2.0597017,1.0,0.0,5e-07,1e-4,2.099304
0.0001225,2.099304,1.0,0.0,5e-07,1e-4,2.1387088
0.000123,2.1387088,1.0,0.0,5e-07,1e-4,2.1779172
0.0001235,2.1779172,1.0,0.0,5e-07,1e-4,2.21693
0.000124,2.21693,1.0,0.0,5e-07,1e-4,2.2557483
0.0001245,2.2557483,1.0,0.0,5e-07,1e-4,2.2943728
0.000125,2.2943728,1.0,0.0,5e-07,1e-4,2.332805
0.0001255,2.332805,0.0,0.0,5e-07,1e-4,2.333283
0.000126,2.333283,0.0,0.0,5e-07,1e-4,2.2110267
0.0001265,2.2110267,0.0,1.0,5e-07,1e-4,2.150124
0.000127,2.150124,0.0,1.0,5e-07,1e-4,2.089525
0.0001275,2.089525,0.0,1.0,5e-07,1e-4,2.0292282
0.000128,2.0292282,0.0,1.0,5e-07,1e-4,1.9692322
0.0001285,1.9692322,0.0,1.0,5e-07,1e-4,1.9095354
0.000129,1.9095354,0.0,1.0,5e-07,1e-4,1.8501364
0.0001295,1.8501364,0.0,1.0,5e-07,1e-4,1.7910335
0.00013,1.7910335,0.0,1.0,5e-07,1e-4,1.7322255
0.0001305,1.7322255,0.0,1.0,5e-07,1e-4,1.6737108
0.000131,1.6737108,0.0,1.0,5e-07,1e-4,1.6154879
0.0001315,1.6154879,0.0,1.0,5e-07,1e-4,1.5575554
0.000132,1.5575554,0.0,1.0,5e-07,1e-4,1.4999119
0.0001325,1.4999119,0.0,1.0,5e-07,1e-4,1.4425558
0.000133,1.4425558,0.0,1.0,5e-07,1e-4,1.3854859
0.0001335,1.3854859,0.0,1.0,5e-07,1e-4,1.3287005
0.000134,1.3287005,0.0,1.0,5e-07,1e-4,1.2721984
0.0001345,1.2721984,0.0,1.0,5e-07,1e-4,1.215978
0.000135,1.215978,0.0,1.0,5e-07,1e-4,1.1600381
0.0001355,1.1600381,0.0,1.0,5e-07,1e-4,1.1043772
0.000136,1.1043772,0.0,1.0,5e-07,1e-4,1.048994
0.0001365,1.048994,0.0,1.0,5e-07,1e-4,0.9938868
0.000137,0.9938868,0.0,1.0,5e-07,1e-4,0.93905455
0.0001375,0.93905455,0.0,1.0,5e-07,1e-4,0.8844958
0.000138,0.8844958,0.0,1.0,5e-07,1e-4,0.83020914
0.0001385,0.83020914,0.0,1.0,5e-07,1e-4,0.77619326
0.000139,0.77619326,0.0,1.0,5e-07,1e-4,0.7224468
0.0001395,0.7224468,0.0,1.0,5e-07,1e-4,0.6689684
0.00014,0.6689684,0.0,1.0,5e-07,1e-4,0.61575663
0.0001405,0.61575663,0.0,1.0,5e-07,1e-4,0.56281036
0.000141,0.56281036,0.0,1.0,5e-07,1e-4,0.5101281
0.0001415,0.5101281,0.0,1.0,5e-07,1e-4,0.45770863
0.000142,0.45770863,0.0,1.0,5e-07,1e-4,0.40555057
0.0001425,0.40555057,0.0,1.0,5e-07,1e-4,0.3536527
0.000143,0.3536527,0.0,1.0,5e-07,1e-4,0.30201364
0.0001435,0.30201364,0.0,1.0,5e-07,1e-4,0.2506321
0.000144,0.2506321,0.0,1.0,5e-07,1e-4,0.19950688
0.0001445,0.19950688,0.0,1.0,5e-07,1e-4,0.14863662
0.000145,0.14863662,0.0,1.0,5e-07,1e-4,0.098020084
0.0001455,0.098020084,0.0,1.0,5e-07,1e-4,0.047656003
0.000146,0.047656003,0.0,1.0,5e-07,1e-4,-0.002456891
0.0001465,-0.002456891,0.0,1.0,5e-07,1e-4,-0.052319843
0.000147,-0.052319843,0.0,1.0,5e-07,1e-4,-0.101934105
0.0001475,-0.101934105,0.0,1.0,5e-07,1e-4,-0.15130092
0.000148,-0.15130092,0.0,1.0,5e-07,1e-4,-0.20042151
0.0001485,-0.20042151,0.0,1.0,5e-07,1e-4,-0.24929711
0.000149,-0.24929711,0.0,1.0,5e-07,1e-4,-0.29792893
0.0001495,-0.29792893,0.0,1.0,5e-07,1e-4,-0.34631822
0.00015,-0.34631822,0.0,1.0,5e-07,1e-4,-0.39446616
0.0001505,-0.39446616,0.0,1.0,5e-07,1e-4,-0.44237396
0.000151,-0.44237396,0.0,1.0,5e-07,1e-4,-0.49004284
0.0001515,-0.49004284,0.0,1.0,5e-07,1e-4,-0.5374739
0.000152,-0.5374739,0.0,1.0,5e-07,1e-4,-0.58466846
0.0001525,-0.58466846,0.0,1.0,5e-07,1e-4,-0.6316276
0.000153,-0.6316276,0.0,1.0,5e-07,1e-4,-0.6783526
0.0001535,-0.6783526,0.0,1.0,5e-07,1e-4,-0.7248445
0.000154,-0.7248445,0.0,1.0,5e-07,1e-4,-0.7711045
0.0001545,-0.7711045,0.0,1.0,5e-07,1e-4,-0.81713384
0.000155,-0.81713384,0.0,1.0,5e-07,1e-4,-0.8629336
0.0001555,-0.8629336,0.0,1.0,5e-07,1e-4,-0.9085049
0.000156,-0.9085049,0.0,1.0,5e-07,1e-4,-0.9538489
0.0001565,-0.9538489,0.0,1.0,5e-07,1e-4,-0.99896675
0.000157,-0.99896675,0.0,1.0,5e-07,1e-4,-1.0438596
0.0001575,-1.0438596,0.0,1.0,5e-07,1e-4,-1.0885285
0.000158,-1.0885285,0.0,1.0,5e-07,1e-4,-1.1329747
0.0001585,-1.1329747,0.0,1.0,5e-07,1e-4,-1.1771991
0.000159,-1.1771991,0.0,1.0,5e-07,1e-4,-1.2212031
0.0001595,-1.2212031,0.0,1.0,5e-07,1e-4,-1.2649875
0.00016,-1.2649875,0.0,1.0,5e-07,1e-4,-1.3085536
0.0001605,-1.3085536,0.0,1.0,5e-07,1e-4,-1.3519024
0.000161,-1.3519024,0.0,1.0,5e-07,1e-4,-1.3950349
0.0001615,-1.3950349,0.0,1.0,5e-07,1e-4,-1.4379524
0.000162,-1.4379524,0.0,1.0,5e-07,1e-4,-1.4806558
0.0001625,-1.4806558,0.0,1.0,5e-07,1e-4,-1.5231462
0.000163,-1.5231462,0.0,1.0,5e-07,1e-4,-1.5654247
0.0001635,-1.5654247,0.0,1.0,5e-07,1e-4,-1.6074922
0.000164,-1.6074922,0.0,1.0,5e-07,1e-4,-1.64935
0.0001645,-1.64935,0.0,1.0,5e-07,1e-4,-1.6909992
0.000165,-1.6909992,0.0,1.0,5e-07,1e-4,-1.7324404
0.0001655,-1.7324404,0.0,1.0,5e-07,1e-4,-1.7736751
0.000166,-1.7736751,0.0,1.0,5e-07,1e-4,-1.8147041
0.0001665,-1.8147041,0.0,1.0,5e-07,1e-4,-1.8555284
0.000167,-1.8555284,0.0,1.0,5e-07,1e-4,-1.896149
0.0001675,-1.896149,0.0,1.0,5e-07,1e-4,-1.9365672
0.000168,-1.9365672,0.0,1.0,5e-07,1e-4,-1.9767838
0.0001685,-1.9767838,0.0,1.0,5e-07,1e-4,-2.0167997
0.000169,-2.0167997,0.0,1.0,5e-07,1e-4,-2.056616
0.0001695,-2.056616,0.0,1.0,5e-07,1e-4,-2.0962338
0.00017,-2.0962338,0.0,1.0,5e-07,1e-4,-2.135654
0.0001705,-2.135654,0.0,1.0,5e-07,1e-4,-2.1748776
0.000171,-2.1748776,0.0,1.0,5e-07,1e-4,-2.2139056
0.0001715,-2.2139056,0.0,1.0,5e-07,1e-4,-2.252739
0.000172,-2.252739,0.0,1.0,5e-07,1e-4,-2.2913785
0.0001725,-2.2913785,0.0,1.0,5e-07,1e-4,-2.3298254
0.000173,-2.3298254,0.0,1.0,5e-07,1e-4,-2.3680806
0.0001735,-2.3680806,0.0,1.0,5e-07,1e-4,-2.4061449
0.000174,-2.4061449,0.0,1.0,5e-07,1e-4,-2.4440196
0.0001745,-2.4440196,0.0,1.0,5e-07,1e-4,-2.4817052
0.000175,-2.4817052,0.0,1.0,5e-07,1e-4,-2.5192027
0.0001755,-2.5192027,0.0,0.0,5e-07,1e-4,-2.519669
0.000176,-2.519669,0.0,0.0,5e-07,1e-4,-2.3955655
0.0001765,-2.3955655,1.0,0.0,5e-07,1e-4,-2.3337424
0.000177,-2.3337424,1.0,0.0,5e-07,1e-4,-2.2722275
0.0001775,-2.2722275,1.0,0.0,5e-07,1e-4,-2.2110195
0.000178,-2.2110195,1.0,0.0,5e-07,1e-4,-2.1501167
0.0001785,-2.1501167,1.0,0.0,5e-07,1e-4,-2.0895178
0.000179,-2.0895178,1.0,0.0,5e-07,1e-4,-2.029221
0.0001795,-2.029221,1.0,0.0,5e-07,1e-4,-1.969225
0.00018,-1.969225,1.0,0.0,5e-07,1e-4,-1.9095284
0.0001805,-1.9095284,1.0,0.0,5e-07,1e-4,-1.8501294
0.000181,-1.8501294,1.0,0.0,5e-07,1e-4,-1.7910266
0.0001815,-1.7910266,1.0,0.0,5e-07,1e-4,-1.7322186
0.000182,-1.7322186,1.0,0.0,5e-07,1e-4,-1.6737039
0.0001825,-1.6737039,1.0,0.0,5e-07,1e-4,-1.615481
0.000183,-1.615481,1.0,0.0,5e-07,1e-4,-1.5575486
0.0001835,-1.5575486,1.0,0.0,5e-07,1e-4,-1.4999051
0.000184,-1.4999051,1.0,0.0,5e-07,1e-4,-1.4425491
0.0001845,-1.4425491,1.0,0.0,5e-07,1e-4,-1.3854791
0.000185,-1.3854791,1.0,0.0,5e-07,1e-4,-1.3286937
0.0001855,-1.3286937,1.0,0.0,5e-07,1e-4,-1.2721916
0.000186,-1.2721916,1.0,0.0,5e-07,1e-4,-1.2159714
0.0001865,-1.2159714,1.0,0.0,5e-07,1e-4,-1.1600316
0.000187,-1.1600316,1.0,0.0,5e-07,1e-4,-1.1043706
0.0001875,-1.1043706,1.0,0.0,5e-07,1e-4,-1.0489874
0.000188,-1.0489874,1.0,0.0,5e-07,1e-4,-0.9938803
