Time,Iout,IGBT Leg1.PWM_Modulator.TOP_1,IGBT Leg1.PWM_Modulator.BOT_1
0.0001375,-4.0280385,0.0,1.0
0.000138,-4.3192945,0.0,1.0
0.0001385,-4.596346,0.0,1.0
0.000139,-4.859885,0.0,1.0
0.0001395,-5.1105714,0.0,1.0
0.00014,-5.349032,0.0,1.0
0.0001405,-5.575862,0.0,1.0
0.000141,-5.79163,0.0,1.0
0.0001415,-5.9968743,0.0,1.0
0.000142,-6.192109,0.0,1.0
0.0001425,-6.3778224,0.0,1.0
0.000143,-6.554478,0.0,1.0
0.0001435,-6.722518,0.0,1.0
0.000144,-6.882363,0.0,1.0
0.0001445,-7.034412,0.0,1.0
0.000145,-7.179045,0.0,1.0
0.0001455,-7.3166246,0.0,1.0
0.000146,-7.4474945,0.0,1.0
0.0001465,-7.5719814,0.0,1.0
0.000147,-7.6903973,0.0,1.0
0.0001475,-7.803038,0.0,1.0
0.000148,-7.9101853,0.0,1.0
0.0001485,-8.012107,0.0,1.0
0.000149,-8.109057,0.0,1.0
0.0001495,-8.20128,0.0,1.0
0.00015,-8.289004,0.0,1.0
0.0001505,-8.372451,0.0,1.0
0.000151,-8.451827,0.0,1.0
0.0001515,-8.527332,0.0,1.0
0.000152,-8.599155,0.0,1.0
0.0001525,-8.667476,0.0,1.0
0.000153,-8.732463,0.0,1.0
0.0001535,-8.794282,0.0,1.0
0.000154,-8.8530855,0.0,1.0
0.0001545,-8.909021,0.0,1.0
0.000155,-8.962229,0.0,1.0
0.0001555,-9.012841,0.0,1.0
0.000156,-9.060986,0.0,1.0
0.0001565,-9.106782,0.0,1.0
0.000157,-9.150345,0.0,1.0
0.0001575,-9.191783,0.0,1.0
0.000158,-9.2312,0.0,1.0
0.0001585,-9.268695,0.0,1.0
0.000159,-9.304361,0.0,1.0
0.0001595,-9.338287,0.0,1.0
0.00016,-9.37056,0.0,1.0
0.0001605,-9.401258,0.0,1.0
0.000161,-9.430459,0.0,1.0
0.0001615,-9.458236,0.0,1.0
0.000162,-9.484658,0.0,1.0
0.0001625,-9.509791,0.0,1.0
0.000163,-9.533699,0.0,1.0
0.0001635,-9.556441,0.0,1.0
0.000164,-9.5780735,0.0,1.0
0.0001645,-9.598651,0.0,1.0
0.000165,-9.618225,0.0,1.0
0.0001655,-9.636845,0.0,1.0
0.000166,-9.654556,0.0,1.0
0.0001665,-9.671404,0.0,1.0
0.000167,-9.687429,0.0,1.0
0.0001675,-9.702674,0.0,1.0
0.000168,-9.717175,0.0,1.0
0.0001685,-9.7309675,0.0,1.0
0.000169,-9.744089,0.0,1.0
0.0001695,-9.75657,0.0,1.0
0.00017,-9.768442,0.0,1.0
0.0001705,-9.779736,0.0,1.0
0.000171,-9.790478,0.0,1.0
0.0001715,-9.800696,0.0,1.0
0.000172,-9.810416,0.0,1.0
0.0001725,-9.819662,0.0,1.0
0.000173,-9.828458,0.0,1.0
0.0001735,-9.836823,0.0,1.0
0.000174,-9.844782,0.0,1.0
0.0001745,-9.852352,0.0,1.0
0.000175,-9.859553,0.0,1.0
0.0001755,-9.866403,0.0,0.0
0.000176,-9.866484,0.0,0.0
0.0001765,-7.9407954,1.0,0.0
0.000177,-7.0658126,1.0,0.0
0.0001775,-6.2335033,1.0,0.0
0.000178,-5.441786,1.0,0.0
0.0001785,-4.688681,1.0,0.0
0.000179,-3.9723055,1.0,0.0
0.0001795,-3.2908683,1.0,0.0
0.00018,-2.642665,1.0,0.0
0.0001805,-2.026075,1.0,0.0
0.000181,-1.4395564,1.0,0.0
0.0001815,-0.8816426,1.0,0.0
0.000182,-0.35093862,1.0,0.0
0.0001825,0.15388262,1.0,0.0
0.000183,0.63408345,1.0,0.0
0.0001835,1.0908645,1.0,0.0
0.000184,1.5253682,1.0,0.0
0.0001845,1.9386809,1.0,0.0
0.000185,2.331836,1.0,0.0
0.0001855,2.7058167,1.0,0.0
0.000186,3.0615582,1.0,0.0
0.0001865,3.39995,1.0,0.0
0.000187,3.7218385,1.0,0.0
0.0001875,4.028028,1.0,0.0
0.000188,4.3192844,1.0,0.0
0.0001885,4.5963364,1.0,0.0
0.000189,4.859876,1.0,0.0
0.0001895,5.110563,1.0,0.0
0.00019,5.3490233,1.0,0.0
0.0001905,5.5758543,1.0,0.0
0.000191,5.7916226,1.0,0.0
0.0001915,5.996867,1.0,0.0
0.000192,6.1921024,1.0,0.0
0.0001925,6.3778157,1.0,0.0
0.000193,6.554472,1.0,0.0
0.0001935,6.7225122,1.0,0.0
0.000194,6.882357,1.0,0.0
0.0001945,7.0344067,1.0,0.0
0.000195,7.17904,1.0,0.0
0.0001955,7.31662,1.0,0.0
0.000196,7.4474897,1.0,0.0
0.0001965,7.571977,1.0,0.0
0.000197,7.6903934,1.0,0.0
0.0001975,7.8030343,1.0,0.0
0.000198,7.9101815,1.0,0.0
0.0001985,8.012103,1.0,0.0
0.000199,8.109054,1.0,0.0
0.0001995,8.201277,1.0,0.0
0.0002,8.289001,1.0,0.0
0.0002005,8.372448,1.0,0.0
0.000201,8.451824,1.0,0.0
0.0002015,8.527329,1.0,0.0
0.000202,8.599153,1.0,0.0
0.0002025,8.667473,1.0,0.0
0.000203,8.732461,1.0,0.0
0.0002035,8.79428,1.0,0.0
0.000204,8.853084,1.0,0.0
0.0002045,8.909019,1.0,0.0
0.000205,8.962227,1.0,0.0
0.0002055,9.012839,1.0,0.0
0.000206,9.060984,1.0,0.0
0.0002065,9.10678,1.0,0.0
0.000207,9.150343,1.0,0.0
0.0002075,9.191781,1.0,0.0
0.000208,9.231198,1.0,0.0
0.0002085,9.268694,1.0,0.0
0.000209,9.304359,1.0,0.0
0.0002095,9.338286,1.0,0.0
0.00021,9.370559,1.0,0.0
0.0002105,9.401257,1.0,0.0
0.000211,9.430458,1.0,0.0
0.0002115,9.458235,1.0,0.0
0.000212,9.484657,1.0,0.0
0.0002125,9.50979,1.0,0.0
0.000213,9.533698,1.0,0.0
0.0002135,9.55644,1.0,0.0
0.000214,9.578073,1.0,0.0
0.0002145,9.598651,1.0,0.0
0.000215,9.618224,1.0,0.0
0.0002155,9.636844,1.0,0.0
0.000216,9.654555,1.0,0.0
0.0002165,9.671403,1.0,0.0
0.000217,9.687428,1.0,0.0
0.0002175,9.702673,1.0,0.0
0.000218,9.717174,1.0,0.0
0.0002185,9.7309675,1.0,0.0
0.000219,9.744088,1.0,0.0
0.0002195,9.756569,1.0,0.0
0.00022,9.768441,1.0,0.0
0.0002205,9.779735,1.0,0.0
0.000221,9.790477,1.0,0.0
0.0002215,9.800695,1.0,0.0
0.000222,9.810416,1.0,0.0
0.0002225,9.819662,1.0,0.0
0.000223,9.828457,1.0,0.0
0.0002235,9.836823,1.0,0.0
0.000224,9.844782,1.0,0.0
0.0002245,9.852352,1.0,0.0
0.000225,9.859552,1.0,0.0
0.0002255,9.866403,0.0,0.0
0.000226,9.86852,0.0,0.0
0.0002265,8.245446,0.0,1.0
0.000227,7.3556056,0.0,1.0
0.0002275,6.5091624,0.0,1.0
0.000228,5.7040014,0.0,1.0
0.0002285,4.938108,0.0,1.0
0.000229,4.209568,0.0,1.0
0.0002295,3.5165591,0.0,1.0
0.00023,2.8573487,0.0,1.0
0.0002305,2.2302885,0.0,1.0
0.000231,1.6338103,0.0,1.0
0.0002315,1.0664226,0.0,1.0
0.000232,0.5267068,0.0,1.0
0.0002325,0.013313272,0.0,1.0
0.000233,-0.47504178,0.0,1.0
0.0002335,-0.9395795,0.0,1.0
0.000234,-1.3814614,0.0,1.0
0.0002345,-1.8017925,0.0,1.0
0.000235,-2.2016237,0.0,1.0
0.0002355,-2.5819552,0.0,1.0
0.000236,-2.9437375,0.0,1.0
0.0002365,-3.2878754,0.0,1.0
0.000237,-3.6152296,0.0,1.0
0.0002375,-3.9266186,0.0,1.0
0.000238,-4.2228208,0.0,1.0
0.0002385,-4.504577,0.0,1.0
0.000239,-4.772592,0.0,1.0
0.0002395,-5.027536,0.0,1.0
0.00024,-5.2700458,0.0,1.0
0.0002405,-5.500728,0.0,1.0
0.000241,-5.7201605,0.0,1.0
0.0002415,-5.9288907,0.0,1.0
0.000242,-6.127441,0.0,1.0
0.0002425,-6.316308,0.0,1.0
0.000243,-6.4959636,0.0,1.0
0.0002435,-6.6668577,0.0,1.0
0.000244,-6.8294168,0.0,1.0
0.0002445,-6.984048,0.0,1.0
0.000245,-7.131138,0.0,1.0
0.0002455,-7.271054,0.0,1.0
0.000246,-7.404146,0.0,1.0
0.0002465,-7.5307474,0.0,1.0
0.000247,-7.651174,0.0,1.0
0.0002475,-7.765728,0.0,1.0
0.000248,-7.8746943,0.0,1.0
0.0002485,-7.978347,0.0,1.0
0.000249,-8.076944,0.0,1.0
0.0002495,-8.1707325,0.0,1.0
0.00025,-8.259947,0.0,1.0
0.0002505,-8.3448105,0.0,1.0
0.000251,-8.425535,0.0,1.0
0.0002515,-8.502322,0.0,1.0
0.000252,-8.575365,0.0,1.0
0.0002525,-8.644845,0.0,1.0
0.000253,-8.7109375,0.0,1.0
0.0002535,-8.773806,0.0,1.0
0.000254,-8.833608,0.0,1.0
0.0002545,-8.890493,0.0,1.0
0.000255,-8.944605,0.0,1.0
0.0002555,-8.996077,0.0,1.0
0.000256,-9.045039,0.0,1.0
0.0002565,-9.091613,0.0,1.0
0.000257,-9.135916,0.0,1.0
0.0002575,-9.178058,0.0,1.0
0.000258,-9.218143,0.0,1.0
0.0002585,-9.256275,0.0,1.0
0.000259,-9.292547,0.0,1.0
0.0002595,-9.32705,0.0,1.0
0.00026,-9.35987,0.0,1.0
0.0002605,-9.391089,0.0,1.0
0.000261,-9.420787,0.0,1.0
0.0002615,-9.449036,0.0,1.0
0.000262,-9.475906,0.0,1.0
0.0002625,-9.501467,0.0,1.0
0.000263,-9.525781,0.0,1.0
0.0002635,-9.548908,0.0,1.0
0.000264,-9.570909,0.0,1.0
0.0002645,-9.591835,0.0,1.0
0.000265,-9.611742,0.0,1.0
0.0002655,-9.630677,0.0,1.0
0.000266,-9.648689,0.0,1.0
0.0002665,-9.665823,0.0,1.0
0.000267,-9.682121,0.0,1.0
0.0002675,-9.697624,0.0,1.0
0.000268,-9.712371,0.0,1.0
0.0002685,-9.726399,0.0,1.0
0.000269,-9.739742,0.0,1.0
0.0002695,-9.752436,0.0,1.0
0.00027,-9.764509,0.0,1.0
0.0002705,-9.775994,0.0,1.0
0.000271,-9.78692,0.0,1.0
0.0002715,-9.797312,0.0,1.0
0.000272,-9.807197,0.0,1.0
0.0002725,-9.8166,0.0,1.0
0.000273,-9.825544,0.0,1.0
0.0002735,-9.834053,0.0,1.0
0.000274,-9.842146,0.0,1.0
0.0002745,-9.849845,0.0,1.0
0.000275,-9.857168,0.0,0.0
0.0002755,-9.862044,0.0,0.0
0.000276,-8.602756,1.0,0.0
0.0002765,-7.6954885,1.0,0.0
0.000277,-6.8324695,1.0,0.0
0.0002775,-6.0115404,1.0,0.0
0.000278,-5.230648,1.0,0.0
0.0002785,-4.4878407,1.0,0.0
0.000279,-3.7812603,1.0,0.0
0.0002795,-3.1091404,1.0,0.0
0.00028,-2.4698,1.0,0.0
0.0002805,-1.8616407,1.0,0.0
0.000281,-1.2831416,1.0,0.0
0.0002815,-0.73285633,1.0,0.0
0.000282,-0.20940877,1.0,0.0
0.0002825,0.28850996,1.0,0.0
0.000283,0.7621449,1.0,0.0
0.0002835,1.2126805,1.0,0.0
0.000284,1.6412431,1.0,0.0
0.0002845,2.0489044,1.0,0.0
0.000285,2.436684,1.0,0.0
0.0002855,2.8055513,1.0,0.0
0.000286,3.1564286,1.0,0.0
0.0002865,3.4901936,1.0,0.0
0.000287,3.8076806,1.0,0.0
0.0002875,4.1096835,1.0,0.0
0.000288,4.396958,1.0,0.0
0.0002885,4.6702213,1.0,0.0
0.000289,4.9301577,1.0,0.0
0.0002895,5.177417,1.0,0.0
0.00029,5.4126167,1.0,0.0
0.0002905,5.6363463,1.0,0.0
0.000291,5.849164,1.0,0.0
0.0002915,6.051603,1.0,0.0
0.000292,6.2441683,1.0,0.0
0.0002925,6.4273424,1.0,0.0
0.000293,6.601583,1.0,0.0
0.0002935,6.767326,1.0,0.0
0.000294,6.924985,1.0,0.0
0.0002945,7.0749555,1.0,0.0
0.000295,7.2176113,1.0,0.0
0.0002955,7.35331,1.0,0.0
0.000296,7.482391,1.0,0.0
0.0002965,7.605176,1.0,0.0
0.000297,7.721973,1.0,0.0
0.0002975,7.8330736,1.0,0.0
0.000298,7.938756,1.0,0.0
0.0002985,8.039284,1.0,0.0
0.000299,8.13491,1.0,0.0
0.0002995,8.225871,1.0,0.0
0.0003,8.312396,1.0,0.0
0.0003005,8.394702,1.0,0.0
0.000301,8.472993,1.0,0.0
0.0003015,8.547466,1.0,0.0
0.000302,8.618307,1.0,0.0
0.0003025,8.685693,1.0,0.0
0.000303,8.749792,1.0,0.0
0.0003035,8.810765,1.0,0.0
0.000304,8.868765,1.0,0.0
0.0003045,8.923936,1.0,0.0
0.000305,8.976417,1.0,0.0
0.0003055,9.026338,1.0,0.0
0.000306,9.073823,1.0,0.0
0.0003065,9.118994,1.0,0.0
0.000307,9.161961,1.0,0.0
0.0003075,9.202832,1.0,0.0
0.000308,9.241711,1.0,0.0
0.0003085,9.278693,1.0,0.0
0.000309,9.313871,1.0,0.0
0.0003095,9.347334,1.0,0.0
0.00031,9.379166,1.0,0.0
0.0003105,9.409444,1.0,0.0
0.000311,9.438246,1.0,0.0
0.0003115,9.465643,1.0,0.0
0.000312,9.491703,1.0,0.0
0.0003125,9.516494,1.0,0.0
0.000313,9.540074,1.0,0.0
0.0003135,9.562505,1.0,0.0
0.000314,9.583842,1.0,0.0
0.0003145,9.604138,1.0,0.0
0.000315,9.623445,1.0,0.0
0.0003155,9.641809,1.0,0.0
0.000316,9.659279,1.0,0.0
0.0003165,9.675896,1.0,0.0
0.000317,9.691703,1.0,0.0
0.0003175,9.706738,1.0,0.0
0.000318,9.721041,1.0,0.0
0.0003185,9.734646,1.0,0.0
0.000319,9.747587,1.0,0.0
0.0003195,9.759898,1.0,0.0
0.00032,9.771607,1.0,0.0
0.0003205,9.782746,1.0,0.0
0.000321,9.793342,1.0,0.0
0.0003215,9.803421,1.0,0.0
0.000322,9.813008,1.0,0.0
0.0003225,9.822128,1.0,0.0
0.000323,9.830803,1.0,0.0
0.0003235,9.839055,1.0,0.0
0.000324,9.846904,1.0,0.0
0.0003245,9.854371,1.0,0.0
0.000325,9.861473,1.0,0.0
0.0003255,9.868229,0.0,0.0
0.000326,9.872326,0.0,0.0
0.0003265,8.551812,0.0,1.0
0.000327,7.6470294,0.0,1.0
0.0003275,6.7863736,0.0,1.0
0.000328,5.9676924,0.0,1.0
0.0003285,5.1889386,0.0,1.0
0.000329,4.4481654,0.0,1.0
0.0003295,3.7435203,0.0,1.0
0.00033,3.0732408,0.0,1.0
0.0003305,2.4356513,0.0,1.0
0.000331,1.8291575,0.0,1.0
0.0003315,1.2522426,0.0,1.0
0.000332,0.70346427,0.0,1.0
0.0003325,0.18145014,0.0,1.0
0.000333,-0.31510502,0.0,1.0
0.0003335,-0.7874429,0.0,1.0
0.000334,-1.2367446,0.0,1.0
0.0003345,-1.6641337,0.0,1.0
0.000335,-2.0706787,0.0,1.0
0.0003355,-2.4573963,0.0,1.0
0.000336,-2.8252532,0.0,1.0
0.0003365,-3.17517,0.0,1.0
0.000337,-3.5080209,0.0,1.0
0.0003375,-3.8246384,0.0,1.0
0.000338,-4.1258144,0.0,1.0
0.0003385,-4.4123015,0.0,1.0
0.000339,-4.684817,0.0,1.0
0.0003395,-4.9440413,0.0,1.0
0.00034,-5.1906233,0.0,1.0
0.0003405,-5.4251795,0.0,1.0
0.000341,-5.6482964,0.0,1.0
0.0003415,-5.8605313,0.0,1.0
0.000342,-6.0624156,0.0,1.0
0.0003425,-6.2544537,0.0,1.0
0.000343,-6.437126,0.0,1.0
0.0003435,-6.6108894,0.0,1.0
0.000344,-6.7761784,0.0,1.0
0.0003445,-6.9334064,0.0,1.0
0.000345,-7.082966,0.0,1.0
0.0003455,-7.225231,0.0,1.0
0.000346,-7.360558,0.0,1.0
0.0003465,-7.4892855,0.0,1.0
0.000347,-7.6117344,0.0,1.0
0.0003475,-7.7282114,0.0,1.0
0.000348,-7.839008,0.0,1.0
0.0003485,-7.944401,0.0,1.0
0.000349,-8.044654,0.0,1.0
0.0003495,-8.140017,0.0,1.0
0.00035,-8.230729,0.0,1.0
0.0003505,-8.317018,0.0,1.0
0.000351,-8.399097,0.0,1.0
0.0003515,-8.477175,0.0,1.0
0.000352,-8.551444,0.0,1.0
0.0003525,-8.62209,0.0,1.0
