Time,Iout,IGBT Leg1.PWM_Modulator.TOP_1,IGBT Leg1.PWM_Modulator.BOT_1
5.4e-05,-0.045748986,0.0,1.0
5.45e-05,-0.050724868,0.0,1.0
5.5e-05,-0.055698264,0.0,1.0
5.55e-05,-0.060669173,0.0,1.0
5.6e-05,-0.065637596,0.0,1.0
5.65e-05,-0.070603535,0.0,1.0
5.7e-05,-0.07556699,0.0,1.0
5.75e-05,-0.08052797,0.0,1.0
5.8e-05,-0.085486464,0.0,1.0
5.85e-05,-0.09044248,0.0,1.0
5.9e-05,-0.09539602,0.0,1.0
5.95e-05,-0.10034709,0.0,1.0
6e-05,-0.10529567,0.0,1.0
6.05e-05,-0.11024179,0.0,1.0
6.1e-05,-0.11518543,0.0,1.0
6.15e-05,-0.120126605,0.0,1.0
6.2e-05,-0.12506531,0.0,1.0
6.25e-05,-0.13000154,0.0,1.0
6.3e-05,-0.1349353,0.0,1.0
6.35e-05,-0.1398666,0.0,1.0
6.4e-05,-0.14479545,0.0,1.0
6.45e-05,-0.14972182,0.0,1.0
6.5e-05,-0.15464573,0.0,1.0
6.55e-05,-0.15956716,0.0,1.0
6.6e-05,-0.16448615,0.0,1.0
6.65e-05,-0.16940267,0.0,1.0
6.7e-05,-0.17431675,0.0,1.0
6.75e-05,-0.17922837,0.0,1.0
6.8e-05,-0.18413752,0.0,1.0
6.85e-05,-0.18904422,0.0,1.0
6.9e-05,-0.19394848,0.0,1.0
6.95e-05,-0.19885027,0.0,1.0
7e-05,-0.20374963,0.0,1.0
7.05e-05,-0.20864654,0.0,1.0
7.1e-05,-0.21354099,0.0,1.0
7.15e-05,-0.218433,0.0,1.0
7.2e-05,-0.22332256,0.0,1.0
