time,value,top,bot,time_step,L_value,next_value
5.65e-05,2.0236912,1.0,0.0,5e-07,6e-5,2.089884
5.7e-05,2.089884,1.0,0.0,5e-07,6e-5,2.1555278
5.75e-05,2.1555278,1.0,0.0,5e-07,6e-5,2.2206268
5.8e-05,2.2206268,1.0,0.0,5e-07,6e-5,2.2851856
5.85e-05,2.2851856,1.0,0.0,5e-07,6e-5,2.3492086
5.9e-05,2.3492086,1.0,0.0,5e-07,6e-5,2.4127002
5.95e-05,2.4127002,1.0,0.0,5e-07,6e-5,2.475665
6e-05,2.475665,1.0,0.0,5e-07,6e-5,2.5381074
6.05e-05,2.5381074,1.0,0.0,5e-07,6e-5,2.6000314
6.1e-05,2.6000314,1.0,0.0,5e-07,6e-5,2.6614416
6.15e-05,2.6614416,1.0,0.0,5e-07,6e-5,2.722342
6.2e-05,2.722342,1.0,0.0,5e-07,6e-5,2.7827373
6.25e-05,2.7827373,1.0,0.0,5e-07,6e-5,2.842631
6.3e-05,2.842631,1.0,0.0,5e-07,6e-5,2.902028
6.35e-05,2.902028,1.0,0.0,5e-07,6e-5,2.960932
6.4e-05,2.960932,1.0,0.0,5e-07,6e-5,3.0193472
6.45e-05,3.0193472,1.0,0.0,5e-07,6e-5,3.0772777
6.5e-05,3.0772777,1.0,0.0,5e-07,6e-5,3.1347272
6.55e-05,3.1347272,1.0,0.0,5e-07,6e-5,3.1917002
6.6e-05,3.1917002,1.0,0.0,5e-07,6e-5,3.2482002
6.65e-05,3.2482002,1.0,0.0,5e-07,6e-5,3.3042314
6.7e-05,3.3042314,1.0,0.0,5e-07,6e-5,3.3597977
6.75e-05,3.3597977,1.0,0.0,5e-07,6e-5,3.4149027
6.8e-05,3.4149027,1.0,0.0,5e-07,6e-5,3.4695506
6.85e-05,3.4695506,1.0,0.0,5e-07,6e-5,3.5237448
6.9e-05,3.5237448,1.0,0.0,5e-07,6e-5,3.5774894
6.95e-05,3.5774894,1.0,0.0,5e-07,6e-5,3.6307878
7e-05,3.6307878,1.0,0.0,5e-07,6e-5,3.6836443
7.05e-05,3.6836443,0.0,0.0,5e-07,6e-5,3.7065768
7.1e-05,3.7065768,0.0,0.0,5e-07,6e-5,3.5288475
7.15e-05,3.5288475,0.0,1.0,5e-07,6e-5,3.4165754
7.2e-05,3.4165754,0.0,1.0,5e-07,6e-5,3.3052351
7.25e-05,3.3052351,0.0,1.0,5e-07,6e-5,3.194819
7.3e-05,3.194819,0.0,1.0,5e-07,6e-5,3.085319
7.35e-05,3.085319,0.0,1.0,5e-07,6e-5,2.9767277
7.4e-05,2.9767277,0.0,1.0,5e-07,6e-5,2.8690376
7.45e-05,2.8690376,0.0,1.0,5e-07,6e-5,2.7622414
7.5e-05,2.7622414,0.0,1.0,5e-07,6e-5,2.6563313
7.55e-05,2.6563313,0.0,1.0,5e-07,6e-5,2.5513
7.6e-05,2.5513,0.0,1.0,5e-07,6e-5,2.4471405
7.65e-05,2.4471405,0.0,1.0,5e-07,6e-5,2.3438454
7.7e-05,2.3438454,0.0,1.0,5e-07,6e-5,2.2414074
7.75e-05,2.2414074,0.0,1.0,5e-07,6e-5,2.1398194
7.8e-05,2.1398194,0.0,1.0,5e-07,6e-5,2.0390747
7.85e-05,2.0390747,0.0,1.0,5e-07,6e-5,1.939166
7.9e-05,1.939166,0.0,1.0,5e-07,6e-5,1.8400863
7.95e-05,1.8400863,0.0,1.0,5e-07,6e-5,1.7418289
8e-05,1.7418289,0.0,1.0,5e-07,6e-5,1.6443869
8.05e-05,1.6443869,0.0,1.0,5e-07,6e-5,1.5477536
8.1e-05,1.5477536,0.0,1.0,5e-07,6e-5,1.451922
8.15e-05,1.451922,0.0,1.0,5e-07,6e-5,1.3568859
8.2e-05,1.3568859,0.0,1.0,5e-07,6e-5,1.2626384
8.25e-05,1.2626384,0.0,1.0,5e-07,6e-5,1.1691731
8.3e-05,1.1691731,0.0,1.0,5e-07,6e-5,1.0764834
8.35e-05,1.0764834,0.0,1.0,5e-07,6e-5,0.98456293
8.4e-05,0.98456293,0.0,1.0,5e-07,6e-5,0.89340526
8.45e-05,0.89340526,0.0,1.0,5e-07,6e-5,0.8030041
8.5e-05,0.8030041,0.0,1.0,5e-07,6e-5,0.7133531
8.55e-05,0.7133531,0.0,1.0,5e-07,6e-5,0.6244461
8.6e-05,0.6244461,0.0,1.0,5e-07,6e-5,0.53627694
8.65e-05,0.53627694,0.0,1.0,5e-07,6e-5,0.4488395
8.7e-05,0.4488395,0.0,1.0,5e-07,6e-5,0.3621276
8.75e-05,0.3621276,0.0,1.0,5e-07,6e-5,0.27613536
8.8e-05,0.27613536,0.0,1.0,5e-07,6e-5,0.19085671
8.85e-05,0.19085671,0.0,1.0,5e-07,6e-5,0.10628577
8.9e-05,0.10628577,0.0,1.0,5e-07,6e-5,0.022416662
8.95e-05,0.022416662,0.0,1.0,5e-07,6e-5,-0.06075644
9e-05,-0.06075644,0.0,1.0,5e-07,6e-5,-0.14323932
9.05e-05,-0.14323932,0.0,1.0,5e-07,6e-5,-0.2250377
9.1e-05,-0.2250377,0.0,1.0,5e-07,6e-5,-0.30615723
9.15e-05,-0.30615723,0.0,1.0,5e-07,6e-5,-0.3866036
9.2e-05,-0.3866036,0.0,1.0,5e-07,6e-5,-0.46638235
9.25e-05,-0.46638235,0.0,1.0,5e-07,6e-5,-0.5454991
9.3e-05,-0.5454991,0.0,1.0,5e-07,6e-5,-0.6239592
9.35e-05,-0.6239592,0.0,1.0,5e-07,6e-5,-0.7017682
9.4e-05,-0.7017682,0.0,1.0,5e-07,6e-5,-0.77893156
9.45e-05,-0.77893156,0.0,1.0,5e-07,6e-5,-0.8554545
9.5e-05,-0.8554545,0.0,1.0,5e-07,6e-5,-0.93134236
9.55e-05,-0.93134236,0.0,1.0,5e-07,6e-5,-1.0066005
9.6e-05,-1.0066005,0.0,1.0,5e-07,6e-5,-1.0812341
9.65e-05,-1.0812341,0.0,1.0,5e-07,6e-5,-1.1552483
9.7e-05,-1.1552483,0.0,1.0,5e-07,6e-5,-1.2286483
9.75e-05,-1.2286483,0.0,1.0,5e-07,6e-5,-1.3014392
9.8e-05,-1.3014392,0.0,1.0,5e-07,6e-5,-1.373626
9.85e-05,-1.373626,0.0,1.0,5e-07,6e-5,-1.4452138
9.9e-05,-1.4452138,0.0,1.0,5e-07,6e-5,-1.5162075
9.95e-05,-1.5162075,0.0,1.0,5e-07,6e-5,-1.586612
0.0001,-1.586612,0.0,1.0,5e-07,6e-5,-1.6564323
0.0001005,-1.6564323,0.0,1.0,5e-07,6e-5,-1.7256731
0.000101,-1.7256731,0.0,1.0,5e-07,6e-5,-1.7943393
0.0001015,-1.7943393,0.0,1.0,5e-07,6e-5,-1.8624356
0.000102,-1.8624356,0.0,1.0,5e-07,6e-5,-1.9299669
0.0001025,-1.9299669,0.0,1.0,5e-07,6e-5,-1.9969378
0.000103,-1.9969378,0.0,1.0,5e-07,6e-5,-2.0633528
0.0001035,-2.0633528,0.0,1.0,5e-07,6e-5,-2.1292167
0.000104,-2.1292167,0.0,1.0,5e-07,6e-5,-2.194534
0.0001045,-2.194534,0.0,1.0,5e-07,6e-5,-2.2593093
0.000105,-2.2593093,0.0,1.0,5e-07,6e-5,-2.3235471
0.0001055,-2.3235471,0.0,1.0,5e-07,6e-5,-2.3872516
0.000106,-2.3872516,0.0,1.0,5e-07,6e-5,-2.4504278
0.0001065,-2.4504278,0.0,1.0,5e-07,6e-5,-2.5130794
0.000107,-2.5130794,0.0,1.0,5e-07,6e-5,-2.575211
0.0001075,-2.575211,0.0,1.0,5e-07,6e-5,-2.6368272
0.000108,-2.6368272,0.0,1.0,5e-07,6e-5,-2.697932
0.0001085,-2.697932,0.0,1.0,5e-07,6e-5,-2.75853
0.000109,-2.75853,0.0,1.0,5e-07,6e-5,-2.8186247
0.0001095,-2.8186247,0.0,1.0,5e-07,6e-5,-2.8782208
0.00011,-2.8782208,0.0,1.0,5e-07,6e-5,-2.9373224
0.0001105,-2.9373224,0.0,1.0,5e-07,6e-5,-2.9959335
0.000111,-2.9959335,0.0,1.0,5e-07,6e-5,-3.054058
0.0001115,-3.054058,0.0,1.0,5e-07,6e-5,-3.1117005
0.000112,-3.1117005,0.0,1.0,5e-07,6e-5,-3.1688645
0.0001125,-3.1688645,0.0,1.0,5e-07,6e-5,-3.225554
0.000113,-3.225554,0.0,1.0,5e-07,6e-5,-3.281773
0.0001135,-3.281773,0.0,1.0,5e-07,6e-5,-3.3375258
0.000114,-3.3375258,0.0,1.0,5e-07,6e-5,-3.3928158
0.0001145,-3.3928158,0.0,1.0,5e-07,6e-5,-3.4476469
0.000115,-3.4476469,0.0,1.0,5e-07,6e-5,-3.502023
0.0001155,-3.502023,0.0,1.0,5e-07,6e-5,-3.5559478
0.000116,-3.5559478,0.0,1.0,5e-07,6e-5,-3.609425
0.0001165,-3.609425,0.0,1.0,5e-07,6e-5,-3.6624584
0.000117,-3.6624584,0.0,1.0,5e-07,6e-5,-3.715052
0.0001175,-3.715052,0.0,1.0,5e-07,6e-5,-3.7672088
0.000118,-3.7672088,0.0,1.0,5e-07,6e-5,-3.818933
0.0001185,-3.818933,0.0,1.0,5e-07,6e-5,-3.8702278
0.000119,-3.8702278,0.0,1.0,5e-07,6e-5,-3.921097
0.0001195,-3.921097,0.0,1.0,5e-07,6e-5,-3.971544
0.00012,-3.971544,0.0,1.0,5e-07,6e-5,-4.0215726
0.0001205,-4.0215726,0.0,1.0,5e-07,6e-5,-4.0711856
0.000121,-4.0711856,0.0,1.0,5e-07,6e-5,-4.120387
0.0001215,-4.120387,0.0,1.0,5e-07,6e-5,-4.1691804
0.000122,-4.1691804,0.0,0.0,5e-07,6e-5,-4.1976085
0.0001225,-4.1976085,0.0,0.0,5e-07,6e-5,-4.031185
0.000123,-4.031185,1.0,0.0,5e-07,6e-5,-3.9147444
0.0001235,-3.9147444,1.0,0.0,5e-07,6e-5,-3.7992702
0.000124,-3.7992702,1.0,0.0,5e-07,6e-5,-3.684754
0.0001245,-3.684754,1.0,0.0,5e-07,6e-5,-3.5711882
0.000125,-3.5711882,1.0,0.0,5e-07,6e-5,-3.4585648
0.0001255,-3.4585648,1.0,0.0,5e-07,6e-5,-3.3468761
0.000126,-3.3468761,1.0,0.0,5e-07,6e-5,-3.2361143
0.0001265,-3.2361143,1.0,0.0,5e-07,6e-5,-3.1262717
0.000127,-3.1262717,1.0,0.0,5e-07,6e-5,-3.0173407
0.0001275,-3.0173407,1.0,0.0,5e-07,6e-5,-2.9093134
0.000128,-2.9093134,1.0,0.0,5e-07,6e-5,-2.802183
0.0001285,-2.802183,1.0,0.0,5e-07,6e-5,-2.6959414
0.000129,-2.6959414,1.0,0.0,5e-07,6e-5,-2.5905814
0.0001295,-2.5905814,1.0,0.0,5e-07,6e-5,-2.486096
0.00013,-2.486096,1.0,0.0,5e-07,6e-5,-2.3824775
0.0001305,-2.3824775,1.0,0.0,5e-07,6e-5,-2.2797189
0.000131,-2.2797189,1.0,0.0,5e-07,6e-5,-2.177813
0.0001315,-2.177813,1.0,0.0,5e-07,6e-5,-2.076753
0.000132,-2.076753,1.0,0.0,5e-07,6e-5,-1.9765315
0.0001325,-1.9765315,1.0,0.0,5e-07,6e-5,-1.8771418
0.000133,-1.8771418,1.0,0.0,5e-07,6e-5,-1.7785769
0.0001335,-1.7785769,1.0,0.0,5e-07,6e-5,-1.6808299
0.000134,-1.6808299,1.0,0.0,5e-07,6e-5,-1.5838941
0.0001345,-1.5838941,1.0,0.0,5e-07,6e-5,-1.4877628
0.000135,-1.4877628,1.0,0.0,5e-07,6e-5,-1.3924292
0.0001355,-1.3924292,1.0,0.0,5e-07,6e-5,-1.2978867
0.000136,-1.2978867,1.0,0.0,5e-07,6e-5,-1.2041289
0.0001365,-1.2041289,1.0,0.0,5e-07,6e-5,-1.1111491
0.000137,-1.1111491,1.0,0.0,5e-07,6e-5,-1.0189409
0.0001375,-1.0189409,1.0,0.0,5e-07,6e-5,-0.927498
0.000138,-0.927498,1.0,0.0,5e-07,6e-5,-0.83681387
0.0001385,-0.83681387,1.0,0.0,5e-07,6e-5,-0.7468823
0.000139,-0.7468823,1.0,0.0,5e-07,6e-5,-0.6576971
0.0001395,-0.6576971,1.0,0.0,5e-07,6e-5,-0.569252
0.00014,-0.569252,1.0,0.0,5e-07,6e-5,-0.48154086
0.0001405,-0.48154086,1.0,0.0,5e-07,6e-5,-0.39455763
0.000141,-0.39455763,1.0,0.0,5e-07,6e-5,-0.30829623
0.0001415,-0.30829623,1.0,0.0,5e-07,6e-5,-0.2227507
0.000142,-0.2227507,1.0,0.0,5e-07,6e-5,-0.13791507
0.0001425,-0.13791507,1.0,0.0,5e-07,6e-5,-0.05378349
0.000143,-0.05378349,1.0,0.0,5e-07,6e-5,0.029649917
0.0001435,0.029649917,1.0,0.0,5e-07,6e-5,0.112390935
0.000144,0.112390935,1.0,0.0,5e-07,6e-5,0.19444531
0.0001445,0.19444531,1.0,0.0,5e-07,6e-5,0.27581874
0.000145,0.27581874,1.0,0.0,5e-07,6e-5,0.35651687
0.0001455,0.35651687,1.0,0.0,5e-07,6e-5,0.4365453
0.000146,0.4365453,1.0,0.0,5e-07,6e-5,0.5159096
0.0001465,0.5159096,1.0,0.0,5e-07,6e-5,0.59461534
0.000147,0.59461534,1.0,0.0,5e-07,6e-5,0.67266786
0.0001475,0.67266786,1.0,0.0,5e-07,6e-5,0.75007266
0.000148,0.75007266,1.0,0.0,5e-07,6e-5,0.8268351
0.0001485,0.8268351,1.0,0.0,5e-07,6e-5,0.9029605
0.000149,0.9029605,1.0,0.0,5e-07,6e-5,0.9784542
0.0001495,0.9784542,1.0,0.0,5e-07,6e-5,1.0533214
0.00015,1.0533214,1.0,0.0,5e-07,6e-5,1.1275672
0.0001505,1.1275672,1.0,0.0,5e-07,6e-5,1.2011969
0.000151,1.2011969,1.0,0.0,5e-07,6e-5,1.2742156
0.0001515,1.2742156,1.0,0.0,5e-07,6e-5,1.3466283
0.000152,1.3466283,1.0,0.0,5e-07,6e-5,1.4184401
0.0001525,1.4184401,1.0,0.0,5e-07,6e-5,1.489656
0.000153,1.489656,1.0,0.0,5e-07,6e-5,1.5602809
0.0001535,1.5602809,1.0,0.0,5e-07,6e-5,1.6303196
0.000154,1.6303196,1.0,0.0,5e-07,6e-5,1.6997771
0.0001545,1.6997771,1.0,0.0,5e-07,6e-5,1.7686583
0.000155,1.7686583,1.0,0.0,5e-07,6e-5,1.8369678
0.0001555,1.8369678,1.0,0.0,5e-07,6e-5,1.9047104
0.000156,1.9047104,1.0,0.0,5e-07,6e-5,1.9718908
0.0001565,1.9718908,1.0,0.0,5e-07,6e-5,2.0385137
0.000157,2.0385137,1.0,0.0,5e-07,6e-5,2.1045837
0.0001575,2.1045837,1.0,0.0,5e-07,6e-5,2.1701055
0.000158,2.1701055,1.0,0.0,5e-07,6e-5,2.2350836
0.0001585,2.2350836,1.0,0.0,5e-07,6e-5,2.2995224
0.000159,2.2995224,1.0,0.0,5e-07,6e-5,2.3634264
0.0001595,2.3634264,1.0,0.0,5e-07,6e-5,2.4268
0.00016,2.4268,1.0,0.0,5e-07,6e-5,2.4896479
0.0001605,2.4896479,1.0,0.0,5e-07,6e-5,2.551974
0.000161,2.551974,1.0,0.0,5e-07,6e-5,2.613783
0.0001615,2.613783,1.0,0.0,5e-07,6e-5,2.675079
0.000162,2.675079,1.0,0.0,5e-07,6e-5,2.7358663
0.0001625,2.7358663,1.0,0.0,5e-07,6e-5,2.7961493
0.000163,2.7961493,1.0,0.0,5e-07,6e-5,2.855932
0.0001635,2.855932,1.0,0.0,5e-07,6e-5,2.9152186
0.000164,2.9152186,1.0,0.0,5e-07,6e-5,2.974013
0.0001645,2.974013,1.0,0.0,5e-07,6e-5,3.0323195
0.000165,3.0323195,1.0,0.0,5e-07,6e-5,3.0901425
0.0001655,3.0901425,1.0,0.0,5e-07,6e-5,3.1474853
0.000166,3.1474853,1.0,0.0,5e-07,6e-5,3.2043524
0.0001665,3.2043524,1.0,0.0,5e-07,6e-5,3.2607474
0.000167,3.2607474,1.0,0.0,5e-07,6e-5,3.3166745
0.0001675,3.3166745,1.0,0.0,5e-07,6e-5,3.3721375
0.000168,3.3721375,1.0,0.0,5e-07,6e-5,3.4271402
0.0001685,3.4271402,1.0,0.0,5e-07,6e-5,3.4816864
0.000169,3.4816864,1.0,0.0,5e-07,6e-5,3.53578
0.0001695,3.53578,1.0,0.0,5e-07,6e-5,3.5894246
0.00017,3.5894246,1.0,0.0,5e-07,6e-5,3.6426241
0.0001705,3.6426241,0.0,0.0,5e-07,6e-5,3.6498783
0.000171,3.6498783,0.0,0.0,5e-07,6e-5,3.4389012
0.0001715,3.4389012,0.0,1.0,5e-07,6e-5,3.3273757
0.000172,3.3273757,0.0,1.0,5e-07,6e-5,3.2167757
0.0001725,3.2167757,0.0,1.0,5e-07,6e-5,3.1070936
0.000173,3.1070936,0.0,1.0,5e-07,6e-5,2.9983215
0.0001735,2.9983215,0.0,1.0,5e-07,6e-5,2.8904524
0.000174,2.8904524,0.0,1.0,5e-07,6e-5,2.7834783
0.0001745,2.7834783,0.0,1.0,5e-07,6e-5,2.6773918
0.000175,2.6773918,0.0,1.0,5e-07,6e-5,2.572186
0.0001755,2.572186,0.0,1.0,5e-07,6e-5,2.467853
0.000176,2.467853,0.0,1.0,5e-07,6e-5,2.3643858
0.0001765,2.3643858,0.0,1.0,5e-07,6e-5,2.2617774
0.000177,2.2617774,0.0,1.0,5e-07,6e-5,2.1600206
0.0001775,2.1600206,0.0,1.0,5e-07,6e-5,2.0591083
0.000178,2.0591083,0.0,1.0,5e-07,6e-5,1.9590331
0.0001785,1.9590331,0.0,1.0,5e-07,6e-5,1.8597887
0.000179,1.8597887,0.0,1.0,5e-07,6e-5,1.7613677
0.0001795,1.7613677,0.0,1.0,5e-07,6e-5,1.6637635
0.00018,1.6637635,0.0,1.0,5e-07,6e-5,1.5669694
0.0001805,1.5669694,0.0,1.0,5e-07,6e-5,1.4709785
0.000181,1.4709785,0.0,1.0,5e-07,6e-5,1.3757842
0.0001815,1.3757842,0.0,1.0,5e-07,6e-5,1.2813799
0.000182,1.2813799,0.0,1.0,5e-07,6e-5,1.187759
0.0001825,1.187759,0.0,1.0,5e-07,6e-5,1.0949152
0.000183,1.0949152,0.0,1.0,5e-07,6e-5,1.0028416
0.0001835,1.0028416,0.0,1.0,5e-07,6e-5,0.9115323
0.000184,0.9115323,0.0,1.0,5e-07,6e-5,0.82098067
0.0001845,0.82098067,0.0,1.0,5e-07,6e-5,0.73118055
0.000185,0.73118055,0.0,1.0,5e-07,6e-5,0.6421256
0.0001855,0.6421256,0.0,1.0,5e-07,6e-5,0.5538097
0.000186,0.5538097,0.0,1.0,5e-07,6e-5,0.46622673
0.0001865,0.46622673,0.0,1.0,5e-07,6e-5,0.37937057
0.000187,0.37937057,0.0,1.0,5e-07,6e-5,0.2932352
0.0001875,0.2932352,0.0,1.0,5e-07,6e-5,0.20781466
0.000188,0.20781466,0.0,1.0,5e-07,6e-5,0.123103
0.0001885,0.123103,0.0,1.0,5e-07,6e-5,0.039094333
