time,Ia,Ib,Ic,topA,botA,topB,botB,topC,botC,La_value,Lb_value,Lc_value,Lag_value,Lbg_value,Lcg_value,Ca_value,Cb_value,Cc_value,time_step,Ia_next_value,Ib_next_value,Ic_next_value
0.00034,1.0998795,-5.971077,4.8711977,0,1,0,1,0,1,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1e-05,1.226377,-5.8476954,4.6213183
0.00035,1.226377,-5.8476954,4.6213183,0,1,0,1,0,1,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1e-05,1.1949614,-5.195706,4.0007443
0.00036,1.1949614,-5.195706,4.0007443,0,1,0,1,0,1,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1e-05,1.0168624,-4.088784,3.0719218
0.00037,1.0168624,-4.088784,3.0719218,0,1,0,1,1,0,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1e-05,0.39942732,-3.0745344,2.675107
0.00038,0.39942732,-3.0745344,2.675107,1,0,0,1,1,0,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1e-05,-0.04331903,-2.8975866,2.9409056
0.00039,-0.04331903,-2.8975866,2.9409056,1,0,1,0,1,0,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1e-05,-0.14897686,-3.154954,3.3039308
0.0004,-0.14897686,-3.154954,3.3039308,1,0,1,0,1,0,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1e-05,-0.19112433,-3.1868653,3.3779898
0.00041,-0.19112433,-3.1868653,3.3779898,1,0,1,0,1,0,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1e-05,-0.16422105,-2.9999025,3.1641235
0.00042,-0.16422105,-2.9999025,3.1641235,1,0,0,1,1,0,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1e-05,0.31992227,-3.4380925,3.1181703
0.00043,0.31992227,-3.4380925,3.1181703,0,1,0,1,1,0,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1e-05,0.7769553,-4.530432,3.7534769
0.00044,0.7769553,-4.530432,3.7534769,0,1,0,1,0,1,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1e-05,0.911375,-5.49759,4.586215
0.00045,0.911375,-5.49759,4.586215,0,1,0,1,0,1,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1e-05,0.919826,-5.9250245,5.0051985
0.00046,0.919826,-5.9250245,5.0051985,0,1,0,1,0,1,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1e-05,0.80722815,-5.7796288,4.9724007
0.00047,0.80722815,-5.7796288,4.9724007,0,1,0,1,1,0,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1e-05,0.29170075,-5.528089,5.236388
0.00048,0.29170075,-5.528089,5.236388,1,0,0,1,1,0,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1e-05,0.002680619,-5.8615675,5.858887
0.00049,0.002680619,-5.8615675,5.858887,1,0,1,0,1,0,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1e-05,0.046557102,-6.3180065,6.2714496
0.0005,0.046557102,-6.3180065,6.2714496,1,0,1,0,1,0,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1e-05,0.12897533,-6.2280836,6.099108
0.00051,0.12897533,-6.2280836,6.099108,1,0,1,0,1,0,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1e-05,0.25413072,-5.6448474,5.3907166
0.00052,0.25413072,-5.6448474,5.3907166,1,0,0,1,1,0,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1e-05,0.8197769,-5.4891596,4.6693826
0.00053,0.8197769,-5.4891596,4.6693826,0,1,0,1,1,0,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1e-05,1.3661933,-5.8349233,4.46873
0.00054,1.3661933,-5.8349233,4.46873,0,1,0,1,0,1,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1e-05,1.5646142,-5.940643,4.376029
0.00055,1.5646142,-5.940643,4.376029,0,1,0,1,0,1,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1e-05,1.5753583,-5.495783,3.9204245
0.00056,1.5753583,-5.495783,3.9204245,0,1,0,1,0,1,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1e-05,1.4074256,-4.550488,3.1430624
0.00057,1.4074256,-4.550488,3.1430624,0,1,0,1,1,0,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1e-05,0.82498205,-3.640836,2.8158538
0.00058,0.82498205,-3.640836,2.8158538,1,0,0,1,1,0,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1e-05,0.47060907,-3.5552547,3.0846455
0.00059,0.47060907,-3.5552547,3.0846455,1,0,1,0,1,0,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1e-05,0.43772346,-3.8921206,3.4543972
0.0006,0.43772346,-3.8921206,3.4543972,1,0,1,0,1,0,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1e-05,0.41469947,-3.9399993,3.5252998
0.00061,0.41469947,-3.9399993,3.5252998,1,0,1,0,1,0,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1e-05,0.41133618,-3.7162874,3.3049512
0.00062,0.41133618,-3.7162874,3.3049512,1,0,0,1,1,0,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1e-05,0.8384469,-4.0957193,3.2572725
0.00063,0.8384469,-4.0957193,3.2572725,0,1,0,1,1,0,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1e-05,1.2503712,-5.091702,3.8413308
0.00064,1.2503712,-5.091702,3.8413308,0,1,0,1,0,1,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1e-05,1.3314654,-5.8935356,4.56207
0.00065,1.3314654,-5.8935356,4.56207,0,1,0,1,0,1,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1e-05,1.252922,-6.1198916,4.8669696
0.00066,1.252922,-6.1198916,4.8669696,0,1,0,1,0,1,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1e-05,1.0313804,-5.7555923,4.7242117
0.00067,1.0313804,-5.7555923,4.7242117,0,1,0,1,1,0,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1e-05,0.4347934,-5.2830877,4.8482943
0.00068,0.4347934,-5.2830877,4.8482943,1,0,0,1,1,0,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1e-05,0.10546546,-5.453681,5.3482156
0.00069,0.10546546,-5.453681,5.3482156,1,0,1,0,1,0,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1e-05,0.13267261,-5.8480988,5.715426
0.0007,0.13267261,-5.8480988,5.715426,1,0,1,0,1,0,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1e-05,0.1973581,-5.757648,5.56029
0.00071,0.1973581,-5.757648,5.56029,1,0,1,0,1,0,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1e-05,0.29947436,-5.2217216,4.9222474
0.00072,0.29947436,-5.2217216,4.9222474,1,0,0,1,1,0,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1e-05,0.843809,-5.1558957,4.3120866
0.00073,0.843809,-5.1558957,4.3120866,0,1,0,1,1,0,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1e-05,1.4265246,-5.6383085,4.211784
0.00074,1.4265246,-5.6383085,4.211784,0,1,0,1,0,1,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1e-05,1.6908579,-5.8775463,4.1866884
0.00075,1.6908579,-5.8775463,4.1866884,0,1,0,1,0,1,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1e-05,1.7574996,-5.563629,3.8061295
0.00076,1.7574996,-5.563629,3.8061295,0,1,0,1,0,1,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1e-05,1.6311834,-4.7311234,3.09994
0.00077,1.6311834,-4.7311234,3.09994,0,1,0,1,1,0,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1e-05,1.1152087,-3.898695,2.7834861
0.00078,1.1152087,-3.898695,2.7834861,1,0,0,1,1,0,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1e-05,0.8422645,-3.877545,3.0352807
0.00079,0.8422645,-3.877545,3.0352807,1,0,1,0,1,0,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1e-05,0.85659087,-4.246475,3.3898842
0.0008,0.85659087,-4.246475,3.3898842,1,0,1,0,1,0,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1e-05,0.8379754,-4.290246,3.4522707
0.00081,0.8379754,-4.290246,3.4522707,1,0,1,0,1,0,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1e-05,0.7970385,-4.0279875,3.230949
0.00082,0.7970385,-4.0279875,3.230949,1,0,0,1,1,0,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1e-05,1.1587762,-4.3440576,3.1852813
0.00083,1.1587762,-4.3440576,3.1852813,0,1,0,1,1,0,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1e-05,1.586381,-5.29788,3.711499
0.00084,1.586381,-5.29788,3.711499,0,1,0,1,0,1,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1e-05,1.7015673,-6.0297728,4.328205
0.00085,1.7015673,-6.0297728,4.328205,0,1,0,1,0,1,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1e-05,1.6259192,-6.1733294,4.54741
0.00086,1.6259192,-6.1733294,4.54741,0,1,0,1,0,1,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1e-05,1.3765328,-5.71866,4.3421273
0.00087,1.3765328,-5.71866,4.3421273,0,1,0,1,1,0,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1e-05,0.7946285,-5.1637278,4.369099
0.00088,0.7946285,-5.1637278,4.369099,1,0,0,1,1,0,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1e-05,0.52972656,-5.30292,4.7731934
0.00089,0.52972656,-5.30292,4.7731934,1,0,1,0,1,0,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1e-05,0.58756703,-5.6868725,5.0993056
0.0009,0.58756703,-5.6868725,5.0993056,1,0,1,0,1,0,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1e-05,0.63773483,-5.602835,4.9651003
0.00091,0.63773483,-5.602835,4.9651003,1,0,1,0,1,0,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1e-05,0.6944544,-5.112287,4.4178324
0.00092,0.6944544,-5.112287,4.4178324,1,0,0,1,1,0,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1e-05,1.1829275,-5.145303,3.9623752
0.00093,1.1829275,-5.145303,3.9623752,0,1,0,1,1,0,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1e-05,1.791638,-5.7702055,3.9785674
0.00094,1.791638,-5.7702055,3.9785674,0,1,0,1,0,1,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1e-05,2.0999773,-6.1267624,4.026785
0.00095,2.0999773,-6.1267624,4.026785,0,1,0,1,0,1,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1e-05,2.1751254,-5.8988323,3.723707
0.00096,2.1751254,-5.8988323,3.723707,0,1,0,1,0,1,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1e-05,2.0208397,-5.1108613,3.0900216
0.00097,2.0208397,-5.1108613,3.0900216,0,1,0,1,1,0,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1e-05,1.5211934,-4.286435,2.7652419
0.00098,1.5211934,-4.286435,2.7652419,1,0,0,1,1,0,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1e-05,1.3083382,-4.2726545,2.9643161
0.00099,1.3083382,-4.2726545,2.9643161,1,0,1,0,1,0,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1e-05,1.3695277,-4.6647806,3.2952528
0.001,1.3695277,-4.6647806,3.2952528,1,0,1,0,1,0,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1e-05,1.3528674,-4.7033834,3.350516
0.00101,1.3528674,-4.7033834,3.350516,1,0,1,0,1,0,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1e-05,1.2756338,-4.420652,3.145018
0.00102,1.2756338,-4.420652,3.145018,1,0,0,1,1,0,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1e-05,1.5784446,-4.72121,3.1427655
0.00103,1.5784446,-4.72121,3.1427655,0,1,0,1,1,0,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1e-05,1.9702691,-5.6442523,3.673983
0.00104,1.9702691,-5.6442523,3.673983,0,1,0,1,0,1,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1e-05,2.0532663,-6.2987475,4.2454815
0.00105,2.0532663,-6.2987475,4.2454815,0,1,0,1,0,1,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1e-05,1.9172597,-6.3390975,4.421838
0.00106,1.9172597,-6.3390975,4.421838,0,1,0,1,0,1,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1e-05,1.5862864,-5.764475,4.178189
0.00107,1.5862864,-5.764475,4.178189,0,1,0,1,1,0,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1e-05,0.9604301,-5.0796995,4.1192694
0.00108,0.9604301,-5.0796995,4.1192694,1,0,0,1,1,0,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1e-05,0.6821807,-5.121189,4.439008
0.00109,0.6821807,-5.121189,4.439008,1,0,1,0,1,0,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1e-05,0.7426768,-5.4823227,4.739646
0.0011,0.7426768,-5.4823227,4.739646,1,0,1,0,1,0,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1e-05,0.78734547,-5.4103975,4.623052
0.00111,0.78734547,-5.4103975,4.623052,1,0,1,0,1,0,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1e-05,0.82476455,-4.9519105,4.127146
0.00112,0.82476455,-4.9519105,4.127146,1,0,0,1,1,0,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1e-05,1.2831472,-5.032235,3.749088
0.00113,1.2831472,-5.032235,3.749088,0,1,0,1,1,0,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1e-05,1.9126531,-5.7275558,3.8149028
0.00114,1.9126531,-5.7275558,3.8149028,0,1,0,1,0,1,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1e-05,2.2698076,-6.14345,3.873642
0.00115,2.2698076,-6.14345,3.873642,0,1,0,1,0,1,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1e-05,2.3799627,-5.9686055,3.5886426
0.00116,2.3799627,-5.9686055,3.5886426,0,1,0,1,0,1,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1e-05,2.2429464,-5.22087,2.9779236
0.00117,2.2429464,-5.22087,2.9779236,0,1,0,1,1,0,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1e-05,1.7960061,-4.4148703,2.618864
0.00118,1.7960061,-4.4148703,2.618864,1,0,0,1,1,0,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1e-05,1.6471856,-4.4173126,2.770127
0.00119,1.6471856,-4.4173126,2.770127,1,0,1,0,1,0,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1e-05,1.7407246,-4.811991,3.0712667
0.0012,1.7407246,-4.811991,3.0712667,1,0,1,0,1,0,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1e-05,1.7188045,-4.838618,3.1198134
0.00121,1.7188045,-4.838618,3.1198134,1,0,1,0,1,0,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1e-05,1.6003942,-4.531059,2.9306645
0.00122,1.6003942,-4.531059,2.9306645,1,0,0,1,1,0,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1e-05,1.8333201,-4.7977543,2.9644344
0.00123,1.8333201,-4.7977543,2.9644344,0,0,0,1,1,0,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1e-05,2.239702,-5.7183065,3.4786046
0.00124,2.239702,-5.7183065,3.4786046,0,1,0,1,0,1,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1e-05,2.37218,-6.361442,3.989262
0.00125,2.37218,-6.361442,3.989262,0,1,0,1,0,1,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1e-05,2.2592971,-6.3837442,4.124447
0.00126,2.2592971,-6.3837442,4.124447,0,1,0,1,0,1,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1e-05,1.9208779,-5.783845,3.8629673
0.00127,1.9208779,-5.783845,3.8629673,0,1,0,1,1,0,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1e-05,1.3485646,-5.0815425,3.7329776
0.00128,1.3485646,-5.0815425,3.7329776,1,0,0,1,1,0,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1e-05,1.156053,-5.1334023,3.9773493
0.00129,1.156053,-5.1334023,3.9773493,1,0,1,0,1,0,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1e-05,1.259821,-5.506329,4.246508
0.0013,1.259821,-5.506329,4.246508,1,0,1,0,1,0,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1e-05,1.2956195,-5.4436426,4.148023
0.00131,1.2956195,-5.4436426,4.148023,1,0,1,0,1,0,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1e-05,1.2743663,-4.9907475,3.7163813
0.00132,1.2743663,-4.9907475,3.7163813,1,0,0,1,1,0,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1e-05,1.6326382,-5.072852,3.4402142
