time,Ia,Ib,Ic,topA,botA,topB,botB,topC,botC,La_value,Lb_value,Lc_value,Lag_value,Lbg_value,Lcg_value,Ca_value,Cb_value,Cc_value,time_step,Ia_next_value,Ib_next_value,Ic_next_value
0.00019,-0.24436155,-0.821199,1.0655606,1,0,1,0,1,0,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,-0.33202675,-0.79834473,1.1303715
0.0002,-0.33202675,-0.79834473,1.1303715,1,0,1,0,1,0,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,-0.38645044,-0.69657505,1.0830255
0.00021,-0.38645044,-0.69657505,1.0830255,1,0,1,0,1,0,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,-0.29011568,-0.750853,1.0409688
0.00022,-0.29011568,-0.750853,1.0409688,1,0,0,1,1,0,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,0.3581201,-1.9587175,1.6005974
0.00023,0.3581201,-1.9587175,1.6005974,0,1,0,1,1,0,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,0.5534876,-3.7638175,3.21033
0.00024,0.5534876,-3.7638175,3.21033,0,1,0,1,0,1,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,0.5438372,-5.337975,4.7941375
0.00025,0.5438372,-5.337975,4.7941375,0,1,0,1,0,1,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,0.48040316,-6.376999,5.896596
0.00026,0.48040316,-6.376999,5.896596,0,1,0,1,0,1,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,0.30938807,-6.840681,6.531293
0.00027,0.30938807,-6.840681,6.531293,0,1,0,1,1,0,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,-0.32822767,-7.2895722,7.6177998
0.00028,-0.32822767,-7.2895722,7.6177998,1,0,0,1,1,0,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,-0.4632608,-8.270284,8.733544
0.00029,-0.4632608,-8.270284,8.733544,1,0,1,0,1,0,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,-0.3785452,-8.774839,9.153384
0.0003,-0.3785452,-8.774839,9.153384,1,0,1,0,1,0,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,-0.25673023,-8.408738,8.665468
0.00031,-0.25673023,-8.408738,8.665468,1,0,1,0,1,0,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,0.0022410704,-7.4365325,7.4342914
0.00032,0.0022410704,-7.4365325,7.4342914,1,0,0,1,1,0,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,0.81097037,-6.9744053,6.163435
0.00033,0.81097037,-6.9744053,6.163435,0,1,0,1,1,0,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,1.1536707,-6.654438,5.500767
0.00034,1.1536707,-6.654438,5.500767,0,1,0,1,0,1,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,1.207391,-5.85056,4.643169
0.00035,1.207391,-5.85056,4.643169,0,1,0,1,0,1,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,1.1413791,-4.471116,3.329737
0.00036,1.1413791,-4.471116,3.329737,0,1,0,1,0,1,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,0.88684046,-2.730973,1.8441325
0.00037,0.88684046,-2.730973,1.8441325,0,1,0,1,1,0,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,0.12317573,-1.4300398,1.3068641
0.00038,0.12317573,-1.4300398,1.3068641,1,0,0,1,1,0,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,-0.14482887,-1.2670451,1.4118739
0.00039,-0.14482887,-1.2670451,1.4118739,1,0,1,0,1,0,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,-0.22402498,-1.3259802,1.5500052
0.0004,-0.22402498,-1.3259802,1.5500052,1,0,1,0,1,0,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,-0.28070524,-1.2534246,1.5341299
0.00041,-0.28070524,-1.2534246,1.5341299,1,0,1,0,1,0,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,-0.19708319,-1.281677,1.4787602
0.00042,-0.19708319,-1.281677,1.4787602,1,0,0,1,1,0,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,0.48069397,-2.4367948,1.9561008
0.00043,0.48069397,-2.4367948,1.9561008,0,1,0,1,1,0,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,0.79924536,-4.1743884,3.3751428
0.00044,0.79924536,-4.1743884,3.3751428,0,1,0,1,0,1,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,0.91007745,-5.6185417,4.708464
0.00045,0.91007745,-5.6185417,4.708464,0,1,0,1,0,1,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,0.9303563,-6.500356,5.5699997
0.00046,0.9303563,-6.500356,5.5699997,0,1,0,1,0,1,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,0.8119067,-6.781552,5.969645
0.00047,0.8119067,-6.781552,5.969645,0,1,0,1,1,0,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,0.27190304,-7.0688725,6.7969694
0.00048,0.27190304,-7.0688725,6.7969694,1,0,0,1,1,0,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,0.24551554,-7.9459825,7.700467
0.00049,0.24551554,-7.9459825,7.700467,1,0,1,0,1,0,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,0.36825657,-8.379483,8.011227
0.0005,0.36825657,-8.379483,8.011227,1,0,1,0,1,0,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,0.45401895,-7.9817634,7.527745
0.00051,0.45401895,-7.9817634,7.527745,1,0,1,0,1,0,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,0.6276286,-7.0620956,6.434467
0.00052,0.6276286,-7.0620956,6.434467,1,0,0,1,1,0,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,1.3487333,-6.741524,5.3927913
0.00053,1.3487333,-6.741524,5.3927913,0,1,0,1,1,0,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,1.66213,-6.623199,4.961069
0.00054,1.66213,-6.623199,4.961069,0,1,0,1,0,1,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,1.6602745,-5.999261,4.3389864
0.00055,1.6602745,-5.999261,4.3389864,0,1,0,1,0,1,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,1.4941045,-4.7842593,3.290155
0.00056,1.4941045,-4.7842593,3.290155,0,1,0,1,0,1,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,1.1204691,-3.1613162,2.040847
0.00057,1.1204691,-3.1613162,2.040847,0,1,0,1,1,0,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,0.31545043,-1.9540848,1.6386343
0.00058,0.31545043,-1.9540848,1.6386343,1,0,0,1,1,0,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,0.061117373,-1.8846959,1.8235786
0.00059,0.061117373,-1.8846959,1.8235786,1,0,1,0,1,0,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,0.0008336079,-2.027067,2.0262334
0.0006,0.0008336079,-2.027067,2.0262334,1,0,1,0,1,0,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,-0.059270218,-1.9681993,2.0274694
0.00061,-0.059270218,-1.9681993,2.0274694,1,0,1,0,1,0,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,0.019906763,-1.9810963,1.9611895
0.00062,0.019906763,-1.9810963,1.9611895,1,0,0,1,1,0,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,0.70713586,-3.0919333,2.3847973
0.00063,0.70713586,-3.0919333,2.3847973,0,1,0,1,1,0,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,1.0795909,-4.730742,3.6511507
0.00064,1.0795909,-4.730742,3.6511507,0,1,0,1,0,1,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,1.2367303,-6.001093,4.764363
0.00065,1.2367303,-6.001093,4.764363,0,1,0,1,0,1,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,1.2707862,-6.6719956,5.40121
0.00066,1.2707862,-6.6719956,5.40121,0,1,0,1,0,1,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,1.1443154,-6.7142506,5.5699353
0.00067,1.1443154,-6.7142506,5.5699353,0,1,0,1,1,0,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,0.6291075,-6.767284,6.1381764
0.00068,0.6291075,-6.767284,6.1381764,1,0,0,1,1,0,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,0.6322869,-7.476324,6.844037
0.00069,0.6322869,-7.476324,6.844037,1,0,1,0,1,0,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,0.77186996,-7.840332,7.068462
0.0007,0.77186996,-7.840332,7.068462,1,0,1,0,1,0,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,0.8344555,-7.4267845,6.592329
0.00071,0.8344555,-7.4267845,6.592329,1,0,1,0,1,0,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,0.94733566,-6.546285,5.5989494
0.00072,0.94733566,-6.546285,5.5989494,1,0,0,1,1,0,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,1.5930532,-6.324125,4.731072
0.00073,1.5930532,-6.324125,4.731072,0,1,0,1,1,0,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,1.8758276,-6.358783,4.4829555
0.00074,1.8758276,-6.358783,4.4829555,0,1,0,1,0,1,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,1.8444924,-5.8911834,4.046691
0.00075,1.8444924,-5.8911834,4.046691,0,1,0,1,0,1,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,1.630738,-4.8425407,3.2118027
0.00076,1.630738,-4.8425407,3.2118027,0,1,0,1,0,1,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,1.2099497,-3.365719,2.1557693
0.00077,1.2099497,-3.365719,2.1557693,0,1,0,1,1,0,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,0.41658038,-2.284241,1.8676605
0.00078,0.41658038,-2.284241,1.8676605,1,0,0,1,1,0,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,0.19033194,-2.3206315,2.1302996
0.00079,0.19033194,-2.3206315,2.1302996,1,0,1,0,1,0,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,0.14522241,-2.525178,2.3799555
0.0008,0.14522241,-2.525178,2.3799555,1,0,1,0,1,0,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,0.08593651,-2.4789166,2.39298
0.00081,0.08593651,-2.4789166,2.39298,1,0,1,0,1,0,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,0.1515563,-2.4538183,2.302262
0.00082,0.1515563,-2.4538183,2.302262,1,0,0,1,1,0,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,0.8421086,-3.4949636,2.652855
0.00083,0.8421086,-3.4949636,2.652855,0,1,0,1,1,0,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,1.3350544,-5.063778,3.7287235
0.00084,1.3350544,-5.063778,3.7287235,0,1,0,1,0,1,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,1.6055073,-6.2128844,4.6073775
0.00085,1.6055073,-6.2128844,4.6073775,0,1,0,1,0,1,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,1.715887,-6.7421064,5.0262194
0.00086,1.715887,-6.7421064,5.0262194,0,1,0,1,0,1,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,1.6094013,-6.6483097,5.038908
0.00087,1.6094013,-6.6483097,5.038908,0,1,0,1,1,0,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,1.1382661,-6.643392,5.505126
0.00088,1.1382661,-6.643392,5.505126,1,0,0,1,1,0,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,1.1843394,-7.331698,6.1473584
0.00089,1.1843394,-7.331698,6.1473584,1,0,1,0,1,0,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,1.3119922,-7.6893754,6.377383
0.0009,1.3119922,-7.6893754,6.377383,1,0,1,0,1,0,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,1.3092417,-7.284466,5.975224
0.00091,1.3092417,-7.284466,5.975224,1,0,1,0,1,0,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,1.3327274,-6.4719515,5.139224
0.00092,1.3327274,-6.4719515,5.139224,1,0,0,1,1,0,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,1.887233,-6.36268,4.4754467
0.00093,1.887233,-6.36268,4.4754467,0,1,0,1,1,0,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,2.207536,-6.519237,4.311701
0.00094,2.207536,-6.519237,4.311701,0,1,0,1,0,1,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,2.2218885,-6.106976,3.8850873
0.00095,2.2218885,-6.106976,3.8850873,0,1,0,1,0,1,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,2.016272,-5.092074,3.075802
0.00096,2.016272,-5.092074,3.075802,0,1,0,1,0,1,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,1.5773838,-3.612195,2.0348113
0.00097,1.5773838,-3.612195,2.0348113,0,1,0,1,1,0,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,0.8547186,-2.529941,1.6752225
0.00098,0.8547186,-2.529941,1.6752225,1,0,0,1,1,0,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,0.70609784,-2.5790792,1.8729814
0.00099,0.70609784,-2.5790792,1.8729814,1,0,1,0,1,0,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,0.7146683,-2.8256094,2.1109412
0.001,0.7146683,-2.8256094,2.1109412,1,0,1,0,1,0,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,0.652473,-2.7914214,2.1389484
0.00101,0.652473,-2.7914214,2.1389484,1,0,1,0,1,0,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,0.6817739,-2.792714,2.1109402
0.00102,0.6817739,-2.792714,2.1109402,1,0,0,1,1,0,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,1.3064963,-3.85787,2.5513737
0.00103,1.3064963,-3.85787,2.5513737,0,1,0,1,1,0,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,1.7687943,-5.4264464,3.657652
0.00104,1.7687943,-5.4264464,3.657652,0,1,0,1,0,1,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,1.982685,-6.522629,4.5399437
0.00105,1.982685,-6.522629,4.5399437,0,1,0,1,0,1,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,1.9994168,-6.9684987,4.9690824
0.00106,1.9994168,-6.9684987,4.9690824,0,1,0,1,0,1,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,1.7835822,-6.75735,4.9737678
0.00107,1.7835822,-6.75735,4.9737678,0,1,0,1,1,0,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,1.2625967,-6.6270456,5.364449
0.00108,1.2625967,-6.6270456,5.364449,1,0,0,1,1,0,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,1.2744131,-7.2185073,5.944094
0.00109,1.2744131,-7.2185073,5.944094,1,0,1,0,1,0,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,1.386478,-7.5458345,6.1593566
0.0011,1.386478,-7.5458345,6.1593566,1,0,1,0,1,0,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,1.3608378,-7.124918,5.76408
0.00111,1.3608378,-7.124918,5.76408,1,0,1,0,1,0,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,1.3564265,-6.3122573,4.955831
0.00112,1.3564265,-6.3122573,4.955831,1,0,0,1,1,0,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,1.8868878,-6.221684,4.3347964
0.00113,1.8868878,-6.221684,4.3347964,0,1,0,1,1,0,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,2.2716103,-6.4436703,4.17206
0.00114,2.2716103,-6.4436703,4.17206,0,1,0,1,0,1,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,2.3651757,-6.103438,3.7382624
0.00115,2.3651757,-6.103438,3.7382624,0,1,0,1,0,1,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,2.2242472,-5.160603,2.936356
0.00116,2.2242472,-5.160603,2.936356,0,1,0,1,0,1,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,1.8393416,-3.7355378,1.896196
0.00117,1.8393416,-3.7355378,1.896196,0,1,0,1,1,0,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,1.2260251,-2.697891,1.4718659
0.00118,1.2260251,-2.697891,1.4718659,1,0,0,1,1,0,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,1.1652594,-2.7826836,1.6174244
0.00119,1.1652594,-2.7826836,1.6174244,1,0,1,0,1,0,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,1.2158598,-3.044563,1.8287032
0.0012,1.2158598,-3.044563,1.8287032,1,0,1,0,1,0,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,1.145908,-3.0039868,1.858079
0.00121,1.145908,-3.0039868,1.858079,1,0,1,0,1,0,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,1.1186492,-2.977881,1.8592318
0.00122,1.1186492,-2.977881,1.8592318,1,0,0,1,1,0,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,1.652764,-4.0019035,2.3491395
0.00123,1.652764,-4.0019035,2.3491395,0,0,0,1,1,0,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,2.144108,-5.5607157,3.4166074
0.00124,2.144108,-5.5607157,3.4166074,0,1,0,1,0,1,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,2.3655856,-6.6192384,4.2536526
0.00125,2.3655856,-6.6192384,4.2536526,0,1,0,1,0,1,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,2.3519747,-7.0180507,4.6660757
0.00126,2.3519747,-7.0180507,4.6660757,0,1,0,1,0,1,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,2.0811937,-6.744984,4.66379
0.00127,2.0811937,-6.744984,4.66379,0,1,0,1,1,0,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,1.6169003,-6.586158,4.969258
0.00128,1.6169003,-6.586158,4.969258,1,0,0,1,1,0,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,1.6779585,-7.1671977,5.489239
0.00129,1.6779585,-7.1671977,5.489239,1,0,1,0,1,0,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,1.7991117,-7.489226,5.690114
0.0013,1.7991117,-7.489226,5.690114,1,0,1,0,1,0,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,1.741681,-7.0686364,5.3269553
0.00131,1.741681,-7.0686364,5.3269553,1,0,1,0,1,0,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,1.6679236,-6.261872,4.5939484
0.00132,1.6679236,-6.261872,4.5939484,1,0,0,1,1,0,1e-06,1e-06,1e-06,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,2.1019123,-6.183857,4.081945
