csv_path,L,C,Lg,Vin,Vs1,Time step,MAE,MARE,MAXRE
new_3ph_inv_L=1e-03_C=1e-05_Lg=1e-05_V=1e+02_Vs1=2e+02_time_step_2e-06.csv,0.001,1e-05,1e-05,100.0,200.0,2e-06,8.944263776143393,0.0056610722094774,41.83309173583984
new_3ph_inv_L=1e-03_C=1e-05_Lg=1e-05_V=1e+02_Vs1=3e+02_time_step_2e-06.csv,0.001,1e-05,1e-05,100.0,300.0,2e-06,8.988185246785482,0.005685503128916,42.37080383300781
new_3ph_inv_L=1e-03_C=1e-05_Lg=1e-05_V=1e+02_Vs1=4e+02_time_step_2e-06.csv,0.001,1e-05,1e-05,100.0,400.0,2e-06,9.042804718017578,0.0058570560067892,32.243247985839844
new_3ph_inv_L=1e-03_C=1e-05_Lg=1e-05_V=1e+02_Vs1=5e+02_time_step_2e-06.csv,0.001,1e-05,1e-05,100.0,500.0,2e-06,9.086454391479492,0.0057417559437453,43.450103759765625
new_3ph_inv_L=1e-03_C=1e-05_Lg=1e-05_V=2e+02_Vs1=1e+02_time_step_2e-06.csv,0.001,1e-05,1e-05,200.0,100.0,2e-06,8.92044989267985,0.0056482455693185,41.5179557800293
new_3ph_inv_L=1e-03_C=1e-05_Lg=1e-05_V=2e+02_Vs1=2e+02_time_step_2e-06.csv,0.001,1e-05,1e-05,200.0,200.0,2e-06,8.962222735087076,0.0056708180345594,42.05781936645508
new_3ph_inv_L=1e-03_C=1e-05_Lg=1e-05_V=2e+02_Vs1=3e+02_time_step_2e-06.csv,0.001,1e-05,1e-05,200.0,300.0,2e-06,9.007661501566568,0.0056968354620039,42.596824645996094
new_3ph_inv_L=1e-03_C=1e-05_Lg=1e-05_V=2e+02_Vs1=4e+02_time_step_2e-06.csv,0.001,1e-05,1e-05,200.0,400.0,2e-06,9.071491241455078,0.0058435425162315,31.534826278686523
new_3ph_inv_L=1e-03_C=1e-05_Lg=1e-05_V=2e+02_Vs1=5e+02_time_step_2e-06.csv,0.001,1e-05,1e-05,200.0,500.0,2e-06,9.108636220296225,0.0057547749020159,43.67526245117188
new_3ph_inv_L=1e-03_C=1e-05_Lg=1e-05_V=3e+02_Vs1=1e+02_time_step_2e-06.csv,0.001,1e-05,1e-05,300.0,100.0,2e-06,8.937456448872885,0.0056573315523564,41.744407653808594
new_3ph_inv_L=1e-03_C=1e-05_Lg=1e-05_V=3e+02_Vs1=2e+02_time_step_2e-06.csv,0.001,1e-05,1e-05,300.0,200.0,2e-06,8.98077646891276,0.0056811855174601,42.28340911865234
new_3ph_inv_L=1e-03_C=1e-05_Lg=1e-05_V=3e+02_Vs1=3e+02_time_step_2e-06.csv,0.001,1e-05,1e-05,300.0,300.0,2e-06,9.027737935384115,0.0057083535939455,42.82198333740234
new_3ph_inv_L=1e-03_C=1e-05_Lg=1e-05_V=3e+02_Vs1=4e+02_time_step_2e-06.csv,0.001,1e-05,1e-05,300.0,400.0,2e-06,9.0780029296875,0.0057368259876966,43.36142349243164
new_3ph_inv_L=1e-03_C=1e-05_Lg=1e-05_V=3e+02_Vs1=5e+02_time_step_2e-06.csv,0.001,1e-05,1e-05,300.0,500.0,2e-06,9.131394068400065,0.0057680555619299,43.899993896484375
new_3ph_inv_L=1e-03_C=1e-05_Lg=1e-05_V=4e+02_Vs1=1e+02_time_step_2e-06.csv,0.001,1e-05,1e-05,400.0,100.0,2e-06,8.955151875813803,0.0056669167242944,41.96870422363281
new_3ph_inv_L=1e-03_C=1e-05_Lg=1e-05_V=4e+02_Vs1=2e+02_time_step_2e-06.csv,0.001,1e-05,1e-05,400.0,200.0,2e-06,8.999985376993815,0.0056923576630651,42.50814056396485
new_3ph_inv_L=1e-03_C=1e-05_Lg=1e-05_V=4e+02_Vs1=3e+02_time_step_2e-06.csv,0.001,1e-05,1e-05,400.0,300.0,2e-06,9.048377672831217,0.0057201259769499,43.04800415039063
new_3ph_inv_L=1e-03_C=1e-05_Lg=1e-05_V=4e+02_Vs1=4e+02_time_step_2e-06.csv,0.001,1e-05,1e-05,400.0,400.0,2e-06,9.09992790222168,0.0057496353983879,43.58658218383789
new_3ph_inv_L=1e-03_C=1e-05_Lg=1e-05_V=4e+02_Vs1=5e+02_time_step_2e-06.csv,0.001,1e-05,1e-05,400.0,500.0,2e-06,9.154688835144045,0.005781686399132,44.125579833984375
new_3ph_inv_L=1e-03_C=1e-05_Lg=1e-05_V=5e+02_Vs1=1e+02_time_step_2e-06.csv,0.001,1e-05,1e-05,500.0,100.0,2e-06,8.973477681477865,0.0056770904920995,42.19644927978516
new_3ph_inv_L=1e-03_C=1e-05_Lg=1e-05_V=5e+02_Vs1=2e+02_time_step_2e-06.csv,0.001,1e-05,1e-05,500.0,200.0,2e-06,9.019846598307293,0.0057038739323616,42.73501968383789
new_3ph_inv_L=1e-03_C=1e-05_Lg=1e-05_V=5e+02_Vs1=3e+02_time_step_2e-06.csv,0.001,1e-05,1e-05,500.0,300.0,2e-06,9.06963857014974,0.0057321158237755,43.27445602416992
new_3ph_inv_L=1e-03_C=1e-05_Lg=1e-05_V=5e+02_Vs1=4e+02_time_step_2e-06.csv,0.001,1e-05,1e-05,500.0,400.0,2e-06,9.122472127278646,0.0057628243230283,43.81174087524414
new_3ph_inv_L=1e-03_C=1e-05_Lg=1e-05_V=5e+02_Vs1=5e+02_time_step_2e-06.csv,0.001,1e-05,1e-05,500.0,500.0,2e-06,9.17852020263672,0.0057956469245254,44.351173400878906
new_3ph_inv_L=1e-04_C=1e-03_Lg=1e-03_V=1e+02_Vs1=1e+02_time_step_2e-06.csv,0.0001,0.001,0.001,100.0,100.0,2e-06,8.729012807210287,0.0055505218915641,37.79401016235352
new_3ph_inv_L=1e-04_C=1e-03_Lg=1e-03_V=1e+02_Vs1=2e+02_time_step_2e-06.csv,0.0001,0.001,0.001,100.0,200.0,2e-06,8.746461868286133,0.0055569023825228,38.33258438110352
new_3ph_inv_L=1e-04_C=1e-03_Lg=1e-03_V=1e+02_Vs1=3e+02_time_step_2e-06.csv,0.0001,0.001,0.001,100.0,300.0,2e-06,8.767216682434082,0.00556604238227,38.87201690673828
new_3ph_inv_L=1e-04_C=1e-03_Lg=1e-03_V=1e+02_Vs1=4e+02_time_step_2e-06.csv,0.0001,0.001,0.001,100.0,400.0,2e-06,8.791619300842285,0.0055790753103792,39.41059112548828
new_3ph_inv_L=1e-04_C=1e-03_Lg=1e-03_V=1e+02_Vs1=5e+02_time_step_2e-06.csv,0.0001,0.001,0.001,100.0,500.0,2e-06,8.81936772664388,0.0055938139557838,39.94916534423828
new_3ph_inv_L=1e-04_C=1e-03_Lg=1e-03_V=2e+02_Vs1=1e+02_time_step_2e-06.csv,0.0001,0.001,0.001,200.0,100.0,2e-06,8.735963185628256,0.0055530183017253,38.01873779296875
new_3ph_inv_L=1e-04_C=1e-03_Lg=1e-03_V=2e+02_Vs1=2e+02_time_step_2e-06.csv,0.0001,0.001,0.001,200.0,200.0,2e-06,8.754732449849447,0.005560299847275,38.55731201171875
new_3ph_inv_L=1e-04_C=1e-03_Lg=1e-03_V=2e+02_Vs1=3e+02_time_step_2e-06.csv,0.0001,0.001,0.001,200.0,300.0,2e-06,8.777016321818033,0.0055712102912366,39.09674453735352
new_3ph_inv_L=1e-04_C=1e-03_Lg=1e-03_V=2e+02_Vs1=4e+02_time_step_2e-06.csv,0.0001,0.001,0.001,200.0,400.0,2e-06,8.802907625834147,0.0055850092321634,39.63747024536133
new_3ph_inv_L=1e-04_C=1e-03_Lg=1e-03_V=2e+02_Vs1=5e+02_time_step_2e-06.csv,0.0001,0.001,0.001,200.0,500.0,2e-06,8.832026799519857,0.0056004803627729,40.17475509643555
new_3ph_inv_L=1e-04_C=1e-03_Lg=1e-03_V=3e+02_Vs1=1e+02_time_step_2e-06.csv,0.0001,0.001,0.001,300.0,100.0,2e-06,8.743416468302408,0.0055557345040142,38.244327545166016
new_3ph_inv_L=1e-04_C=1e-03_Lg=1e-03_V=3e+02_Vs1=2e+02_time_step_2e-06.csv,0.0001,0.001,0.001,300.0,200.0,2e-06,8.76358699798584,0.0055643185041844,38.78376007080078
new_3ph_inv_L=1e-04_C=1e-03_Lg=1e-03_V=3e+02_Vs1=3e+02_time_step_2e-06.csv,0.0001,0.001,0.001,300.0,300.0,2e-06,8.787406921386719,0.0055768205784261,39.32319641113281
new_3ph_inv_L=1e-04_C=1e-03_Lg=1e-03_V=3e+02_Vs1=4e+02_time_step_2e-06.csv,0.0001,0.001,0.001,300.0,400.0,2e-06,8.814609209696451,0.0055912905372679,39.8613395690918
new_3ph_inv_L=1e-04_C=1e-03_Lg=1e-03_V=3e+02_Vs1=5e+02_time_step_2e-06.csv,0.0001,0.001,0.001,300.0,500.0,2e-06,8.845341682434082,0.0056079179048538,40.40034103393555
new_3ph_inv_L=1e-04_C=1e-03_Lg=1e-03_V=4e+02_Vs1=1e+02_time_step_2e-06.csv,0.0001,0.001,0.001,400.0,100.0,2e-06,8.751389503479004,0.0055588926188647,38.46991729736328
new_3ph_inv_L=1e-04_C=1e-03_Lg=1e-03_V=4e+02_Vs1=2e+02_time_step_2e-06.csv,0.0001,0.001,0.001,400.0,200.0,2e-06,8.773125330607096,0.0055691022425889,39.00934982299805
new_3ph_inv_L=1e-04_C=1e-03_Lg=1e-03_V=4e+02_Vs1=3e+02_time_step_2e-06.csv,0.0001,0.001,0.001,400.0,300.0,2e-06,8.798395792643229,0.0055826436728239,39.54792404174805
new_3ph_inv_L=1e-04_C=1e-03_Lg=1e-03_V=4e+02_Vs1=4e+02_time_step_2e-06.csv,0.0001,0.001,0.001,400.0,400.0,2e-06,8.827010154724121,0.0055978670716285,40.08778762817383
new_3ph_inv_L=1e-04_C=1e-03_Lg=1e-03_V=4e+02_Vs1=5e+02_time_step_2e-06.csv,0.0001,0.001,0.001,400.0,500.0,2e-06,8.859267234802246,0.0056156055070459,40.62593078613281
new_3ph_inv_L=1e-04_C=1e-03_Lg=1e-03_V=5e+02_Vs1=1e+02_time_step_2e-06.csv,0.0001,0.001,0.001,500.0,100.0,2e-06,8.760043462117514,0.0055626803077757,38.69636917114258
new_3ph_inv_L=1e-04_C=1e-03_Lg=1e-03_V=5e+02_Vs1=2e+02_time_step_2e-06.csv,0.0001,0.001,0.001,500.0,200.0,2e-06,8.783322970072428,0.0055746124126017,39.23537063598633
new_3ph_inv_L=1e-04_C=1e-03_Lg=1e-03_V=5e+02_Vs1=3e+02_time_step_2e-06.csv,0.0001,0.001,0.001,500.0,300.0,2e-06,8.80996004740397,0.0055887815542519,39.77351379394531
new_3ph_inv_L=1e-04_C=1e-03_Lg=1e-03_V=5e+02_Vs1=4e+02_time_step_2e-06.csv,0.0001,0.001,0.001,500.0,400.0,2e-06,8.84008820851644,0.0056049549020826,40.31208419799805
new_3ph_inv_L=1e-04_C=1e-03_Lg=1e-03_V=5e+02_Vs1=5e+02_time_step_2e-06.csv,0.0001,0.001,0.001,500.0,500.0,2e-06,8.873801231384277,0.005623513367027,40.85237884521485
new_3ph_inv_L=1e-04_C=1e-03_Lg=1e-04_V=1e+02_Vs1=1e+02_time_step_2e-06.csv,0.0001,0.001,0.0001,100.0,100.0,2e-06,8.787471135457357,0.0055768527090549,39.32405853271485
new_3ph_inv_L=1e-04_C=1e-03_Lg=1e-04_V=1e+02_Vs1=2e+02_time_step_2e-06.csv,0.0001,0.001,0.0001,100.0,200.0,2e-06,8.814715385437012,0.0055913510732352,39.86435317993164
new_3ph_inv_L=1e-04_C=1e-03_Lg=1e-04_V=1e+02_Vs1=3e+02_time_step_2e-06.csv,0.0001,0.001,0.0001,100.0,300.0,2e-06,8.845468839009603,0.0056080329231917,40.40292739868164
new_3ph_inv_L=1e-04_C=1e-03_Lg=1e-04_V=1e+02_Vs1=4e+02_time_step_2e-06.csv,0.0001,0.001,0.0001,100.0,400.0,2e-06,8.879770914713541,0.0056266211904585,40.940208435058594
new_3ph_inv_L=1e-04_C=1e-03_Lg=1e-04_V=1e+02_Vs1=5e+02_time_step_2e-06.csv,0.0001,0.001,0.0001,100.0,500.0,2e-06,8.917667706807455,0.0056467573158442,41.480072021484375
new_3ph_inv_L=1e-04_C=1e-03_Lg=1e-04_V=2e+02_Vs1=1e+02_time_step_2e-06.csv,0.0001,0.001,0.0001,200.0,100.0,2e-06,8.798508961995443,0.0055826767347753,39.54964447021485
new_3ph_inv_L=1e-04_C=1e-03_Lg=1e-04_V=2e+02_Vs1=2e+02_time_step_2e-06.csv,0.0001,0.001,0.0001,200.0,200.0,2e-06,8.827088673909506,0.0055979192256927,40.08951187133789
new_3ph_inv_L=1e-04_C=1e-03_Lg=1e-04_V=2e+02_Vs1=3e+02_time_step_2e-06.csv,0.0001,0.001,0.0001,200.0,300.0,2e-06,8.859421094258627,0.0056156679056584,40.62765502929688
new_3ph_inv_L=1e-04_C=1e-03_Lg=1e-04_V=2e+02_Vs1=4e+02_time_step_2e-06.csv,0.0001,0.001,0.0001,200.0,400.0,2e-06,8.89517625172933,0.0056347637437283,41.16665649414063
new_3ph_inv_L=1e-04_C=1e-03_Lg=1e-04_V=2e+02_Vs1=5e+02_time_step_2e-06.csv,0.0001,0.001,0.0001,200.0,500.0,2e-06,8.934576670328775,0.0056557604111731,41.70608901977539
new_3ph_inv_L=1e-04_C=1e-03_Lg=1e-04_V=3e+02_Vs1=1e+02_time_step_2e-06.csv,0.0001,0.001,0.0001,300.0,100.0,2e-06,8.810089429219564,0.0055888122878968,39.77480316162109
new_3ph_inv_L=1e-04_C=1e-03_Lg=1e-04_V=3e+02_Vs1=2e+02_time_step_2e-06.csv,0.0001,0.001,0.0001,300.0,200.0,2e-06,8.840155601501465,0.0056050228886306,40.314239501953125
new_3ph_inv_L=1e-04_C=1e-03_Lg=1e-04_V=3e+02_Vs1=3e+02_time_step_2e-06.csv,0.0001,0.001,0.0001,300.0,300.0,2e-06,8.873952229817709,0.005623544100672,40.85324478149414
new_3ph_inv_L=1e-04_C=1e-03_Lg=1e-04_V=3e+02_Vs1=4e+02_time_step_2e-06.csv,0.0001,0.001,0.0001,300.0,400.0,2e-06,8.911242485046387,0.0056432373821735,41.39181518554688
new_3ph_inv_L=1e-04_C=1e-03_Lg=1e-04_V=3e+02_Vs1=5e+02_time_step_2e-06.csv,0.0001,0.001,0.0001,300.0,500.0,2e-06,8.95215924580892,0.0056652724742889,41.93038940429688
new_3ph_inv_L=1e-04_C=1e-03_Lg=1e-04_V=4e+02_Vs1=1e+02_time_step_2e-06.csv,0.0001,0.001,0.0001,400.0,100.0,2e-06,8.82218074798584,0.005595302209258,40.000823974609375
new_3ph_inv_L=1e-04_C=1e-03_Lg=1e-04_V=4e+02_Vs1=2e+02_time_step_2e-06.csv,0.0001,0.001,0.0001,400.0,200.0,2e-06,8.853920936584473,0.0056126615963876,40.54025650024414
new_3ph_inv_L=1e-04_C=1e-03_Lg=1e-04_V=4e+02_Vs1=3e+02_time_step_2e-06.csv,0.0001,0.001,0.0001,400.0,300.0,2e-06,8.889080047607422,0.005631573498249,41.07883071899414
new_3ph_inv_L=1e-04_C=1e-03_Lg=1e-04_V=4e+02_Vs1=4e+02_time_step_2e-06.csv,0.0001,0.001,0.0001,400.0,400.0,2e-06,8.927905718485514,0.0056522605009377,41.61869812011719
new_3ph_inv_L=1e-04_C=1e-03_Lg=1e-04_V=4e+02_Vs1=5e+02_time_step_2e-06.csv,0.0001,0.001,0.0001,400.0,500.0,2e-06,8.970383008321127,0.0056752902455627,42.15597915649414
new_3ph_inv_L=1e-04_C=1e-03_Lg=1e-04_V=5e+02_Vs1=1e+02_time_step_2e-06.csv,0.0001,0.001,0.0001,500.0,100.0,2e-06,8.834992090861002,0.0056021232157945,40.22641372680664
new_3ph_inv_L=1e-04_C=1e-03_Lg=1e-04_V=5e+02_Vs1=2e+02_time_step_2e-06.csv,0.0001,0.001,0.0001,500.0,200.0,2e-06,8.868194262186686,0.0056204604916274,40.765419006347656
new_3ph_inv_L=1e-04_C=1e-03_Lg=1e-04_V=5e+02_Vs1=3e+02_time_step_2e-06.csv,0.0001,0.001,0.0001,500.0,300.0,2e-06,8.904939969380697,0.0056398655287921,41.304420471191406
new_3ph_inv_L=1e-04_C=1e-03_Lg=1e-04_V=5e+02_Vs1=4e+02_time_step_2e-06.csv,0.0001,0.001,0.0001,500.0,400.0,2e-06,8.945230801900228,0.0056615374051034,41.84256362915039
new_3ph_inv_L=1e-04_C=1e-03_Lg=1e-04_V=5e+02_Vs1=5e+02_time_step_2e-06.csv,0.0001,0.001,0.0001,500.0,500.0,2e-06,8.989202817281088,0.0056860842742025,42.38199615478516
new_3ph_inv_L=1e-04_C=1e-03_Lg=1e-05_V=1e+02_Vs1=1e+02_time_step_2e-06.csv,0.0001,0.001,1e-05,100.0,100.0,2e-06,8.79490884145101,0.0055807563476264,39.47645950317383
new_3ph_inv_L=1e-04_C=1e-03_Lg=1e-05_V=1e+02_Vs1=2e+02_time_step_2e-06.csv,0.0001,0.001,1e-05,100.0,200.0,2e-06,8.8230619430542,0.0055957487784326,40.01632308959961
new_3ph_inv_L=1e-04_C=1e-03_Lg=1e-05_V=1e+02_Vs1=3e+02_time_step_2e-06.csv,0.0001,0.001,1e-05,100.0,300.0,2e-06,8.854871114095053,0.0056131985038518,40.55532836914063
new_3ph_inv_L=1e-04_C=1e-03_Lg=1e-05_V=1e+02_Vs1=4e+02_time_step_2e-06.csv,0.0001,0.001,1e-05,100.0,400.0,2e-06,8.890108744303385,0.0056321546435356,41.09476089477539
new_3ph_inv_L=1e-04_C=1e-03_Lg=1e-05_V=1e+02_Vs1=5e+02_time_step_2e-06.csv,0.0001,0.001,1e-05,100.0,500.0,2e-06,8.929045677185059,0.0056528900749981,41.63419342041016
new_3ph_inv_L=1e-04_C=1e-03_Lg=1e-05_V=2e+02_Vs1=1e+02_time_step_2e-06.csv,0.0001,0.001,1e-05,200.0,100.0,2e-06,8.806301752726236,0.0055867931805551,39.70290756225586
new_3ph_inv_L=1e-04_C=1e-03_Lg=1e-05_V=2e+02_Vs1=2e+02_time_step_2e-06.csv,0.0001,0.001,1e-05,200.0,200.0,2e-06,8.835893630981445,0.0056026596575975,40.242774963378906
new_3ph_inv_L=1e-04_C=1e-03_Lg=1e-05_V=2e+02_Vs1=3e+02_time_step_2e-06.csv,0.0001,0.001,1e-05,200.0,300.0,2e-06,8.869211196899414,0.0056210099719464,40.78134536743164
new_3ph_inv_L=1e-04_C=1e-03_Lg=1e-05_V=2e+02_Vs1=4e+02_time_step_2e-06.csv,0.0001,0.001,1e-05,200.0,400.0,2e-06,8.906017939249674,0.0056404578499495,41.31991958618164
new_3ph_inv_L=1e-04_C=1e-03_Lg=1e-05_V=2e+02_Vs1=5e+02_time_step_2e-06.csv,0.0001,0.001,1e-05,200.0,500.0,2e-06,8.946477254231771,0.0056622442789375,41.86021423339844
new_3ph_inv_L=1e-04_C=1e-03_Lg=1e-05_V=3e+02_Vs1=1e+02_time_step_2e-06.csv,0.0001,0.001,1e-05,300.0,100.0,2e-06,8.818239212036133,0.0055931732058525,39.92763519287109
new_3ph_inv_L=1e-04_C=1e-03_Lg=1e-05_V=3e+02_Vs1=2e+02_time_step_2e-06.csv,0.0001,0.001,1e-05,300.0,200.0,2e-06,8.849418640136719,0.0056101731024682,40.467071533203125
new_3ph_inv_L=1e-04_C=1e-03_Lg=1e-05_V=3e+02_Vs1=3e+02_time_step_2e-06.csv,0.0001,0.001,1e-05,300.0,300.0,2e-06,8.884135564168295,0.0056289886124432,41.00650405883789
new_3ph_inv_L=1e-04_C=1e-03_Lg=1e-05_V=3e+02_Vs1=4e+02_time_step_2e-06.csv,0.0001,0.001,1e-05,300.0,400.0,2e-06,8.922505378723145,0.0056493231095373,41.545509338378906
new_3ph_inv_L=1e-04_C=1e-03_Lg=1e-05_V=3e+02_Vs1=5e+02_time_step_2e-06.csv,0.0001,0.001,1e-05,300.0,500.0,2e-06,8.964436213175455,0.0056720376014709,42.08451461791992
new_3ph_inv_L=1e-04_C=1e-03_Lg=1e-05_V=4e+02_Vs1=1e+02_time_step_2e-06.csv,0.0001,0.001,1e-05,400.0,100.0,2e-06,8.830804189046225,0.0055998470634222,40.15365982055664
new_3ph_inv_L=1e-04_C=1e-03_Lg=1e-05_V=4e+02_Vs1=2e+02_time_step_2e-06.csv,0.0001,0.001,1e-05,400.0,200.0,2e-06,8.863545735677084,0.0056179515086114,40.69395446777344
new_3ph_inv_L=1e-04_C=1e-03_Lg=1e-05_V=4e+02_Vs1=3e+02_time_step_2e-06.csv,0.0001,0.001,1e-05,400.0,300.0,2e-06,8.899784406026205,0.0056371469981968,41.23209381103516
new_3ph_inv_L=1e-04_C=1e-03_Lg=1e-05_V=4e+02_Vs1=4e+02_time_step_2e-06.csv,0.0001,0.001,1e-05,400.0,400.0,2e-06,8.939606348673502,0.0056584477424621,41.77066802978516
new_3ph_inv_L=1e-04_C=1e-03_Lg=1e-05_V=4e+02_Vs1=5e+02_time_step_2e-06.csv,0.0001,0.001,1e-05,400.0,500.0,2e-06,8.983083089192709,0.0056824977509677,42.31010437011719
new_3ph_inv_L=1e-04_C=1e-03_Lg=1e-05_V=5e+02_Vs1=1e+02_time_step_2e-06.csv,0.0001,0.001,1e-05,500.0,100.0,2e-06,8.844078381856283,0.0056071975268423,40.37881851196289
new_3ph_inv_L=1e-04_C=1e-03_Lg=1e-05_V=5e+02_Vs1=2e+02_time_step_2e-06.csv,0.0001,0.001,1e-05,500.0,200.0,2e-06,8.878259658813477,0.0056258756667375,40.91911315917969
new_3ph_inv_L=1e-04_C=1e-03_Lg=1e-05_V=5e+02_Vs1=3e+02_time_step_2e-06.csv,0.0001,0.001,1e-05,500.0,300.0,2e-06,8.915962219238281,0.0056457929313182,41.45639419555664
new_3ph_inv_L=1e-04_C=1e-03_Lg=1e-05_V=5e+02_Vs1=4e+02_time_step_2e-06.csv,0.0001,0.001,1e-05,500.0,400.0,2e-06,8.957357088724772,0.0056681274436414,41.99668502807617
new_3ph_inv_L=1e-04_C=1e-03_Lg=1e-05_V=5e+02_Vs1=5e+02_time_step_2e-06.csv,0.0001,0.001,1e-05,500.0,500.0,2e-06,9.00240675608317,0.0056937541812658,42.53526306152344
new_3ph_inv_L=1e-04_C=1e-04_Lg=1e-03_V=1e+02_Vs1=1e+02_time_step_2e-06.csv,0.0001,0.0001,0.001,100.0,100.0,2e-06,8.696239471435547,0.0055426224134862,35.81278610229492
new_3ph_inv_L=1e-04_C=1e-04_Lg=1e-03_V=1e+02_Vs1=2e+02_time_step_2e-06.csv,0.0001,0.0001,0.001,100.0,200.0,2e-06,8.700007756551107,0.005542317405343,36.35179138183594
new_3ph_inv_L=1e-04_C=1e-04_Lg=1e-03_V=1e+02_Vs1=3e+02_time_step_2e-06.csv,0.0001,0.0001,0.001,100.0,300.0,2e-06,8.707632382710775,0.0055436897091567,36.889930725097656
new_3ph_inv_L=1e-04_C=1e-04_Lg=1e-03_V=1e+02_Vs1=4e+02_time_step_2e-06.csv,0.0001,0.0001,0.001,100.0,400.0,2e-06,8.719076156616211,0.0055469335056841,37.428932189941406
new_3ph_inv_L=1e-04_C=1e-04_Lg=1e-03_V=1e+02_Vs1=5e+02_time_step_2e-06.csv,0.0001,0.0001,0.001,100.0,500.0,2e-06,8.73431650797526,0.0055524422787129,37.96879959106445
new_3ph_inv_L=1e-04_C=1e-04_Lg=1e-03_V=2e+02_Vs1=1e+02_time_step_2e-06.csv,0.0001,0.0001,0.001,200.0,100.0,2e-06,8.697409311930338,0.0055422596633434,36.03708267211914
new_3ph_inv_L=1e-04_C=1e-04_Lg=1e-03_V=2e+02_Vs1=2e+02_time_step_2e-06.csv,0.0001,0.0001,0.001,200.0,200.0,2e-06,8.702696482340494,0.0055426401086151,36.57695007324219
new_3ph_inv_L=1e-04_C=1e-04_Lg=1e-03_V=2e+02_Vs1=3e+02_time_step_2e-06.csv,0.0001,0.0001,0.001,200.0,300.0,2e-06,8.711959520975748,0.0055447896011173,37.11508941650391
new_3ph_inv_L=1e-04_C=1e-04_Lg=1e-03_V=2e+02_Vs1=4e+02_time_step_2e-06.csv,0.0001,0.0001,0.001,200.0,400.0,2e-06,8.725042025248209,0.0055490718223154,37.65452575683594
new_3ph_inv_L=1e-04_C=1e-04_Lg=1e-03_V=2e+02_Vs1=5e+02_time_step_2e-06.csv,0.0001,0.0001,0.001,200.0,500.0,2e-06,8.741665204366049,0.0055550993420183,38.19309616088867
new_3ph_inv_L=1e-04_C=1e-04_Lg=1e-03_V=3e+02_Vs1=1e+02_time_step_2e-06.csv,0.0001,0.0001,0.001,300.0,100.0,2e-06,8.699122428894043,0.0055422694422304,36.26396179199219
new_3ph_inv_L=1e-04_C=1e-04_Lg=1e-03_V=3e+02_Vs1=2e+02_time_step_2e-06.csv,0.0001,0.0001,0.001,300.0,200.0,2e-06,8.706106821695963,0.0055433162488043,36.80167388916016
new_3ph_inv_L=1e-04_C=1e-04_Lg=1e-03_V=3e+02_Vs1=3e+02_time_step_2e-06.csv,0.0001,0.0001,0.001,300.0,300.0,2e-06,8.716970761617025,0.0055461903102695,37.34067916870117
new_3ph_inv_L=1e-04_C=1e-04_Lg=1e-03_V=3e+02_Vs1=4e+02_time_step_2e-06.csv,0.0001,0.0001,0.001,300.0,400.0,2e-06,8.731592814127604,0.0055514187552034,37.88011169433594
new_3ph_inv_L=1e-04_C=1e-04_Lg=1e-03_V=3e+02_Vs1=5e+02_time_step_2e-06.csv,0.0001,0.0001,0.001,300.0,500.0,2e-06,8.749574661254883,0.0055580995976924,38.41954803466797
new_3ph_inv_L=1e-04_C=1e-04_Lg=1e-03_V=4e+02_Vs1=1e+02_time_step_2e-06.csv,0.0001,0.0001,0.001,400.0,100.0,2e-06,8.701531410217285,0.0055424645543098,36.48955154418945
new_3ph_inv_L=1e-04_C=1e-04_Lg=1e-03_V=4e+02_Vs1=2e+02_time_step_2e-06.csv,0.0001,0.0001,0.001,400.0,200.0,2e-06,8.710158983866373,0.005544364452362,37.02812576293945
new_3ph_inv_L=1e-04_C=1e-04_Lg=1e-03_V=4e+02_Vs1=3e+02_time_step_2e-06.csv,0.0001,0.0001,0.001,400.0,300.0,2e-06,8.722652117411295,0.0055482052266597,37.56669998168945
new_3ph_inv_L=1e-04_C=1e-04_Lg=1e-03_V=4e+02_Vs1=4e+02_time_step_2e-06.csv,0.0001,0.0001,0.001,400.0,400.0,2e-06,8.73873233795166,0.0055540488101542,38.1057014465332
new_3ph_inv_L=1e-04_C=1e-04_Lg=1e-03_V=4e+02_Vs1=5e+02_time_step_2e-06.csv,0.0001,0.0001,0.001,400.0,500.0,2e-06,8.758040110270182,0.0055617317557334,38.64384460449219
new_3ph_inv_L=1e-04_C=1e-04_Lg=1e-03_V=5e+02_Vs1=1e+02_time_step_2e-06.csv,0.0001,0.0001,0.001,500.0,100.0,2e-06,8.7046750386556,0.0055430270731449,36.7147102355957
new_3ph_inv_L=1e-04_C=1e-04_Lg=1e-03_V=5e+02_Vs1=2e+02_time_step_2e-06.csv,0.0001,0.0001,0.001,500.0,200.0,2e-06,8.714936892191568,0.0055455896072089,37.25242614746094
new_3ph_inv_L=1e-04_C=1e-04_Lg=1e-03_V=5e+02_Vs1=3e+02_time_step_2e-06.csv,0.0001,0.0001,0.001,500.0,300.0,2e-06,8.728987693786621,0.0055505107156932,37.79272079467773
new_3ph_inv_L=1e-04_C=1e-04_Lg=1e-03_V=5e+02_Vs1=4e+02_time_step_2e-06.csv,0.0001,0.0001,0.001,500.0,400.0,2e-06,8.746439297993978,0.0055568604730069,38.33042907714844
